2016-09-06 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-06 00:00:00,Close2016-09-06 00:00:00,group,RiskOn,Excess,SEA2016-09-06 00:00:00,SRUN2016-09-06 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-05 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-02 00:00:00,0.5SIG2016-09-05 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-02 00:00:00,0.75SIG2016-09-05 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-02 00:00:00,1SIG2016-09-05 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13
RR,@RRX6,9.52,0.2987025835,-0.0175438596491,-1.0,-1.0,-1.0,-1.0,1.0,-10.0,2016-08-22,597.405167,4.0,1.0,1.0,19040.0,-0.0175438596491,9.52,grain,1.0,-1.0,1.0,-10.0,1.0,1.0,-9.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,,2.0,4.0,-1.0,,2.0,4.0,-1.0,,-1,1,1,1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,1,1,-1336.14035088,1336.14035088,-1336.14035088,1336.14035088,-1336.14035088,1336.14035088,1336.14035088,-1336.14035088,1336.14035088,1336.14035088,1336.14035088,1336.14035088,-1336.14035088,-1336.14035088,-1336.14035088,1336.14035088,1336.14035088,-1336.14035088,-1336.14035088,1336.14035088,1336.14035088,1336.14035088,-1336.14035088,1336.14035088,1336.14035088,1336.14035088,1336.14035088,1336.14035088,1336.14035088,-1336.14035088,-1336.14035088
RS,@RSX6,460.8,7.275,-0.00967117988395,-1.0,1.0,-1.0,1.0,1.0,7.0,2016-08-25,113.308932326,18.0,3.0,3.0,7177.0111362,-0.00967117988395,460.8,grain,1.0,-1.0,1.0,7.0,1.0,1.0,6.0,-1.0,1.0,18.0,-1.0,1.0,18.0,-1.0,,2.0,18.0,1.0,,2.0,18.0,1.0,,-1,1,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1249.38298309,1249.38298309,-1249.38298309,1249.38298309,-1249.38298309,1249.38298309,1249.38298309,-1249.38298309,1249.38298309,-1249.38298309,1249.38298309,-1249.38298309,1249.38298309,1249.38298309,-1249.38298309,1249.38298309,-1249.38298309,1249.38298309,1249.38298309,1249.38298309,1249.38298309,1249.38298309,1249.38298309,1249.38298309,1249.38298309,1249.38298309,1249.38298309,1249.38298309,1249.38298309,1249.38298309,-1249.38298309
S,@SX6,959.75,18.025,0.00761154855643,1.0,-1.0,1.0,-1.0,1.0,-13.0,2016-08-17,901.25,3.0,1.0,1.0,47987.5,0.00761154855643,959.75,grain,1.0,-1.0,1.0,-13.0,1.0,1.0,-12.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1,-1,1,-1.0,-1,0.0,1,1,1095.77755906,1095.77755906,1095.77755906,-1095.77755906,1095.77755906,-1095.77755906,-1095.77755906,1095.77755906,1095.77755906,-1095.77755906,1095.77755906,-1095.77755906,1095.77755906,1095.77755906,1095.77755906,-1095.77755906,-1095.77755906,1095.77755906,1095.77755906,1095.77755906,-1095.77755906,1095.77755906,1095.77755906,-1095.77755906,-1095.77755906,1095.77755906,-1095.77755906,-1095.77755906,0.0,1095.77755906,1095.77755906
SB,@SBV6,20.22,0.568,0.001982160555,1.0,-1.0,-1.0,1.0,1.0,-27.0,2016-07-28,636.16,4.0,1.0,1.0,22646.4,0.001982160555,20.22,soft,1.0,1.0,1.0,-27.0,1.0,1.0,-26.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,,1.0,4.0,-1.0,,2.0,4.0,1.0,,-1,-1,-1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,1,1,179.555203171,179.555203171,179.555203171,-179.555203171,179.555203171,-179.555203171,179.555203171,-179.555203171,-179.555203171,-179.555203171,-179.555203171,179.555203171,-179.555203171,179.555203171,179.555203171,-179.555203171,-179.555203171,179.555203171,-179.555203171,-179.555203171,-179.555203171,-179.555203171,179.555203171,-179.555203171,-179.555203171,-179.555203171,-179.555203171,-179.555203171,-179.555203171,179.555203171,179.555203171
SF,@SFU6,1.0315,0.007555,0.0105809738415,1.0,-1.0,1.0,-1.0,1.0,-12.0,2016-08-18,944.375,3.0,1.0,1.0,128937.5,0.0105809738415,1.0315,currency,1.0,1.0,1.0,-12.0,-1.0,1.0,-11.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,-1,1,1,-1,1,-1.0,1,-1,1,1,1,1,1,1,1,1.0,0,0.0,1,-1,4092.85294406,4092.85294406,-4092.85294406,4092.85294406,4092.85294406,-4092.85294406,4092.85294406,-4092.85294406,4092.85294406,-4092.85294406,4092.85294406,-4092.85294406,4092.85294406,4092.85294406,4092.85294406,-4092.85294406,-4092.85294406,4092.85294406,-4092.85294406,4092.85294406,4092.85294406,4092.85294406,4092.85294406,4092.85294406,4092.85294406,4092.85294406,4092.85294406,0.0,0.0,4092.85294406,-4092.85294406
SI,QSIZ6,2013.8,45.6982264045,0.039863678612,1.0,-1.0,-1.0,-1.0,1.0,7.0,2016-08-25,2284.91132022,1.0,1.0,1.0,100690.0,0.039863678612,2013.8,metal,-1.0,1.0,1.0,7.0,1.0,1.0,-13.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,1,-1,1,1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1.0,-1,0.0,-1,1,4013.87379944,4013.87379944,4013.87379944,-4013.87379944,-4013.87379944,4013.87379944,4013.87379944,-4013.87379944,-4013.87379944,-4013.87379944,-4013.87379944,-4013.87379944,4013.87379944,4013.87379944,4013.87379944,-4013.87379944,-4013.87379944,4013.87379944,4013.87379944,-4013.87379944,-4013.87379944,-4013.87379944,4013.87379944,-4013.87379944,-4013.87379944,-4013.87379944,-4013.87379944,-4013.87379944,0.0,-4013.87379944,4013.87379944
SIN,INU6,8966.0,84.9955954795,0.00656749929834,1.0,1.0,1.0,1.0,1.0,21.0,2016-08-08,169.991190959,12.0,2.0,2.0,17932.0,0.00656749929834,8966.0,index,1.0,1.0,1.0,21.0,1.0,1.0,20.0,1.0,1.0,12.0,1.0,1.0,12.0,,1.0,2.0,12.0,,1.0,2.0,12.0,,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,0.0,-1,0.0,-1,1,1413.22076901,1413.22076901,1413.22076901,-1413.22076901,1413.22076901,-1413.22076901,1413.22076901,-1413.22076901,1413.22076901,1413.22076901,1413.22076901,1413.22076901,-1413.22076901,-1413.22076901,1413.22076901,-1413.22076901,1413.22076901,-1413.22076901,-1413.22076901,-1413.22076901,-1413.22076901,-1413.22076901,-1413.22076901,-1413.22076901,-1413.22076901,1413.22076901,0.0,-1413.22076901,0.0,-1413.22076901,1413.22076901
SJB,BBZ6,151.45,0.249341539,0.000462412471925,1.0,-1.0,1.0,-1.0,-1.0,-29.0,2016-07-27,244.404566752,9.0,2.0,2.0,148451.284062,0.000462412471925,151.45,rates,-1.0,1.0,-1.0,-29.0,1.0,-1.0,-28.0,-1.0,1.0,9.0,-1.0,1.0,9.0,,1.0,1.0,9.0,,-1.0,1.0,9.0,,-1.0,1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,1,-1,1.0,0,1.0,-1,-1,617.811527012,617.811527012,617.811527012,-617.811527012,-617.811527012,617.811527012,617.811527012,-617.811527012,-617.811527012,-617.811527012,617.811527012,-617.811527012,617.811527012,617.811527012,-617.811527012,617.811527012,617.811527012,-617.811527012,617.811527012,-617.811527012,617.811527012,617.811527012,617.811527012,617.811527012,617.811527012,-617.811527012,617.811527012,0.0,617.811527012,-617.811527012,-617.811527012
SM,@SMZ6,310.1,6.86,0.00878334417697,1.0,-1.0,1.0,-1.0,-1.0,-20.0,2016-08-08,686.0,3.0,1.0,1.0,31010.0,0.00878334417697,310.1,grain,1.0,-1.0,-1.0,-20.0,1.0,-1.0,-19.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,-1,1,0.0,0,0.0,1,-1,817.114508783,817.114508783,817.114508783,-817.114508783,817.114508783,-817.114508783,-817.114508783,817.114508783,817.114508783,-817.114508783,817.114508783,-817.114508783,817.114508783,817.114508783,-817.114508783,817.114508783,817.114508783,-817.114508783,817.114508783,-817.114508783,817.114508783,817.114508783,817.114508783,817.114508783,-817.114508783,817.114508783,0.0,0.0,0.0,817.114508783,-817.114508783
SMI,SWU6,8300.0,78.0,-0.000962927298989,-1.0,-1.0,1.0,-1.0,1.0,9.0,2016-08-24,804.538421867,3.0,1.0,1.0,85611.1397628,-0.000962927298989,8300.0,index,1.0,1.0,1.0,9.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,1.0,3.0,,1.0,2.0,3.0,,-1.0,2.0,3.0,,-1.0,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,-1,1,-1,-1,1,0.0,-1,0.0,1,1,-247.311910725,247.311910725,-247.311910725,247.311910725,-247.311910725,247.311910725,-247.311910725,247.311910725,-247.311910725,247.311910725,-247.311910725,247.311910725,-247.311910725,-247.311910725,-247.311910725,247.311910725,-247.311910725,247.311910725,-247.311910725,247.311910725,247.311910725,247.311910725,-247.311910725,247.311910725,247.311910725,-247.311910725,-0.0,247.311910725,-0.0,-247.311910725,-247.311910725
SSG,SSU6,319.7,3.5932155775,0.018315018315,1.0,1.0,-1.0,1.0,-1.0,32.0,2016-07-21,536.300832463,4.0,1.0,1.0,47716.4179104,0.018315018315,319.7,index,1.0,-1.0,-1.0,32.0,1.0,-1.0,31.0,-1.0,1.0,4.0,-1.0,1.0,4.0,,-1.0,2.0,4.0,,1.0,2.0,4.0,,1.0,-1,1,-1,-1,1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1.0,0,-1.0,-1,1,3495.70827183,3495.70827183,3495.70827183,-3495.70827183,3495.70827183,-3495.70827183,-3495.70827183,3495.70827183,-3495.70827183,3495.70827183,-3495.70827183,3495.70827183,-3495.70827183,-3495.70827183,-3495.70827183,3495.70827183,-3495.70827183,3495.70827183,3495.70827183,-3495.70827183,-3495.70827183,-3495.70827183,3495.70827183,-3495.70827183,-3495.70827183,-3495.70827183,-3495.70827183,0.0,-3495.70827183,-3495.70827183,3495.70827183
STW,TWU6,342.1,4.0608396945,0.00914454277286,1.0,-1.0,1.0,-1.0,1.0,-1.0,2016-08-11,406.08396945,5.0,1.0,1.0,34210.0,0.00914454277286,342.1,index,1.0,1.0,1.0,-1.0,1.0,1.0,17.0,1.0,1.0,5.0,1.0,1.0,5.0,,1.0,2.0,5.0,,-1.0,2.0,5.0,,-1.0,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,-1,1,-1,-1,1,0.0,-1,0.0,1,1,1564.1740413,1564.1740413,1564.1740413,-1564.1740413,1564.1740413,-1564.1740413,1564.1740413,-1564.1740413,1564.1740413,-1564.1740413,1564.1740413,-1564.1740413,1564.1740413,1564.1740413,1564.1740413,-1564.1740413,1564.1740413,-1564.1740413,1564.1740413,-1564.1740413,-1564.1740413,-1564.1740413,1564.1740413,-1564.1740413,-1564.1740413,1564.1740413,0.0,-1564.1740413,0.0,1564.1740413,1564.1740413
SXE,EXU6,3070.0,38.8,-0.00324675324675,-1.0,1.0,1.0,1.0,1.0,24.0,2016-08-03,436.7716,5.0,1.0,1.0,34558.99,-0.00324675324675,3070.0,index,1.0,1.0,1.0,24.0,-1.0,1.0,23.0,1.0,1.0,5.0,1.0,1.0,5.0,,1.0,1.0,5.0,,1.0,1.0,5.0,,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,1,1,1.0,0,0.0,1,1,-561.022564935,561.022564935,561.022564935,-561.022564935,-561.022564935,561.022564935,-561.022564935,561.022564935,-561.022564935,-561.022564935,-561.022564935,-561.022564935,561.022564935,561.022564935,-561.022564935,561.022564935,-561.022564935,561.022564935,561.022564935,-561.022564935,561.022564935,561.022564935,561.022564935,-561.022564935,-561.022564935,-561.022564935,-561.022564935,-0.0,-0.0,-561.022564935,-561.022564935
TF,@TFSU6,1253.4,12.17,0.00159821000479,1.0,1.0,-1.0,1.0,1.0,23.0,2016-08-04,1217.0,2.0,1.0,1.0,125340.0,0.00159821000479,1253.4,index,1.0,1.0,1.0,23.0,1.0,1.0,22.0,-1.0,1.0,2.0,-1.0,1.0,2.0,,-1.0,2.0,2.0,,1.0,2.0,2.0,,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,1,400.639284002,400.639284002,400.639284002,-400.639284002,400.639284002,-400.639284002,400.639284002,-400.639284002,-400.639284002,400.639284002,-400.639284002,400.639284002,-400.639284002,-400.639284002,400.639284002,-400.639284002,400.639284002,-400.639284002,-400.639284002,-400.639284002,-400.639284002,-400.639284002,-400.639284002,-400.639284002,-400.639284002,-400.639284002,-400.639284002,-400.639284002,-400.639284002,-400.639284002,400.639284002
TU,@TUZ6,109.25,0.104623802,0.00100214745884,1.0,1.0,1.0,-1.0,1.0,-44.0,2016-07-05,209.247604,10.0,2.0,2.0,218500.0,0.00100214745884,109.25,rates,-1.0,1.0,1.0,-44.0,-1.0,1.0,-43.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,,1.0,10.0,1.0,,1.0,10.0,-1.0,,1,-1,1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,1.0,0,1.0,-1,-1,2189.69219757,2189.69219757,-2189.69219757,2189.69219757,-2189.69219757,2189.69219757,2189.69219757,-2189.69219757,2189.69219757,2189.69219757,2189.69219757,-2189.69219757,2189.69219757,-2189.69219757,2189.69219757,-2189.69219757,-2189.69219757,2189.69219757,-2189.69219757,2189.69219757,-2189.69219757,-2189.69219757,2189.69219757,2189.69219757,2189.69219757,2189.69219757,2189.69219757,0.0,2189.69219757,-2189.69219757,-2189.69219757
TY,@TYZ6,131.359375,0.5641289535,0.00442054958184,1.0,-1.0,-1.0,-1.0,1.0,-44.0,2016-07-05,564.1289535,4.0,1.0,1.0,131359.375,0.00442054958184,131.359375,rates,-1.0,1.0,1.0,-44.0,-1.0,1.0,-43.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,,1.0,4.0,-1.0,,2.0,4.0,-1.0,,1,-1,1,1,-1,1,-1.0,1,-1,1,1,1,1,-1,1,-1,0.0,0,0.0,1,-1,2322.72252091,2322.72252091,-2322.72252091,2322.72252091,-2322.72252091,2322.72252091,2322.72252091,-2322.72252091,-2322.72252091,-2322.72252091,-2322.72252091,-2322.72252091,2322.72252091,2322.72252091,2322.72252091,-2322.72252091,-2322.72252091,2322.72252091,-2322.72252091,2322.72252091,2322.72252091,2322.72252091,2322.72252091,-2322.72252091,2322.72252091,-2322.72252091,0.0,0.0,0.0,2322.72252091,-2322.72252091
US,@USZ6,170.65625,1.4997961955,0.0068215339233,1.0,1.0,1.0,-1.0,1.0,-41.0,2016-07-08,1499.7961955,2.0,1.0,1.0,170656.25,0.0068215339233,170.65625,rates,-1.0,1.0,1.0,-41.0,-1.0,1.0,-40.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,1.0,2.0,-1.0,,1,-1,1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,1.0,0,1.0,-1,-1,2328.2747972,2328.2747972,-2328.2747972,2328.2747972,-2328.2747972,2328.2747972,2328.2747972,-2328.2747972,2328.2747972,2328.2747972,2328.2747972,-2328.2747972,2328.2747972,-2328.2747972,2328.2747972,-2328.2747972,-2328.2747972,2328.2747972,-2328.2747972,2328.2747972,-2328.2747972,-2328.2747972,2328.2747972,2328.2747972,2328.2747972,2328.2747972,2328.2747972,0.0,2328.2747972,-2328.2747972,-2328.2747972
VX,@VXU6,13.375,0.6205727725,-0.0394973070018,-1.0,-1.0,1.0,-1.0,-1.0,-31.0,2016-07-22,620.5727725,4.0,1.0,1.0,13375.0,-0.0394973070018,13.375,index,-1.0,-1.0,-1.0,-31.0,-1.0,-1.0,-30.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,2.0,4.0,-1.0,,2.0,4.0,-1.0,,1,1,1,1,1,1,1.0,-1,1,1,1,1,-1,1,1,1,1.0,1,1.0,1,-1,-2113.1059246,2113.1059246,2113.1059246,-2113.1059246,2113.1059246,-2113.1059246,2113.1059246,-2113.1059246,-2113.1059246,2113.1059246,-2113.1059246,2113.1059246,-2113.1059246,-2113.1059246,2113.1059246,-2113.1059246,-2113.1059246,2113.1059246,-2113.1059246,-2113.1059246,-2113.1059246,-2113.1059246,2113.1059246,-2113.1059246,-2113.1059246,-2113.1059246,-2113.1059246,-2113.1059246,-2113.1059246,-2113.1059246,2113.1059246
W,@WZ6,398.5,9.6324024025,-0.00187852222918,-1.0,1.0,1.0,1.0,1.0,-11.0,2016-08-19,481.620120125,5.0,1.0,1.0,19925.0,-0.00187852222918,398.5,grain,1.0,1.0,1.0,-11.0,1.0,1.0,-10.0,1.0,1.0,5.0,1.0,2.0,5.0,1.0,,2.0,5.0,1.0,,2.0,5.0,1.0,,-1,-1,-1,-1,-1,-1,-1.0,1,-1,1,-1,-1,1,-1,-1,1,0.0,-1,0.0,-1,1,-187.147777082,187.147777082,-187.147777082,187.147777082,-187.147777082,187.147777082,-187.147777082,187.147777082,-187.147777082,-187.147777082,-187.147777082,-187.147777082,187.147777082,187.147777082,-187.147777082,187.147777082,187.147777082,-187.147777082,187.147777082,-187.147777082,187.147777082,187.147777082,-187.147777082,187.147777082,187.147777082,-187.147777082,-0.0,187.147777082,-0.0,187.147777082,-187.147777082
YA,APU6,5411.0,51.55,-0.00129198966408,-1.0,1.0,1.0,1.0,-1.0,19.0,2016-08-10,990.53325,3.0,1.0,1.0,103972.365,-0.00129198966408,5411.0,index,1.0,-1.0,-1.0,19.0,1.0,-1.0,18.0,1.0,1.0,3.0,1.0,1.0,3.0,,1.0,1.0,3.0,,1.0,2.0,3.0,,1.0,-1,1,-1,-1,1,-1,-1.0,1,1,1,-1,1,1,1,-1,1,0.0,0,0.0,-1,1,-402.993662791,402.993662791,-402.993662791,402.993662791,-402.993662791,402.993662791,402.993662791,-402.993662791,-402.993662791,-402.993662791,-402.993662791,-402.993662791,402.993662791,402.993662791,402.993662791,-402.993662791,402.993662791,-402.993662791,-402.993662791,-402.993662791,402.993662791,-402.993662791,-402.993662791,-402.993662791,402.993662791,-402.993662791,-0.0,-0.0,-0.0,402.993662791,-402.993662791
YB,HBSZ6,98.3,0.021,-0.00020341741253,-1.0,-1.0,1.0,-1.0,-1.0,-5.0,2016-08-30,38.73744,52.0,7.0,7.0,181328.112,-0.00020341741253,98.3,rates,-1.0,1.0,-1.0,-5.0,-1.0,-1.0,-4.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,2.0,0.0,,-1.0,2.0,0.0,,-1.0,1,-1,1,1,1,1,1.0,-1,1,1,1,1,-1,1,1,1,1.0,1,1.0,1,-1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
YM,@YMU6,18523.0,116.9,0.00232683982684,1.0,-1.0,1.0,-1.0,1.0,22.0,2016-08-04,584.5,4.0,1.0,1.0,92615.0,0.00232683982684,18523.0,index,1.0,1.0,1.0,22.0,1.0,1.0,21.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,-1,1,-1,-1,1,0.0,-1,0.0,1,1,862.001082251,862.001082251,862.001082251,-862.001082251,862.001082251,-862.001082251,862.001082251,-862.001082251,862.001082251,-862.001082251,862.001082251,-862.001082251,862.001082251,862.001082251,862.001082251,-862.001082251,862.001082251,-862.001082251,862.001082251,-862.001082251,-862.001082251,-862.001082251,862.001082251,-862.001082251,-862.001082251,862.001082251,0.0,-862.001082251,0.0,862.001082251,862.001082251
YT2,HTSU6,98.56,0.036,-0.000101450745663,-1.0,-1.0,1.0,-1.0,-1.0,53.0,2016-06-23,77.47488,26.0,4.0,4.0,212109.0048,-0.000101450745663,98.56,rates,-1.0,1.0,-1.0,53.0,-1.0,-1.0,52.0,1.0,1.0,26.0,1.0,1.0,26.0,,1.0,1.0,26.0,,-1.0,1.0,26.0,,-1.0,1,-1,1,1,1,1,-1.0,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,-1,-559.484034168,559.484034168,559.484034168,-559.484034168,559.484034168,-559.484034168,-559.484034168,559.484034168,-559.484034168,559.484034168,-559.484034168,559.484034168,-559.484034168,-559.484034168,559.484034168,-559.484034168,559.484034168,-559.484034168,-559.484034168,-559.484034168,-559.484034168,-559.484034168,-559.484034168,-559.484034168,-559.484034168,-559.484034168,-559.484034168,-559.484034168,-559.484034168,-559.484034168,559.484034168
YT3,HXSU6,98.085,0.053,-0.000101941995005,-1.0,1.0,-1.0,1.0,-1.0,53.0,2016-06-23,325.8864,7.0,1.0,1.0,603105.048,-0.000101941995005,98.085,rates,-1.0,1.0,-1.0,53.0,-1.0,-1.0,52.0,-1.0,1.0,7.0,-1.0,1.0,7.0,,-1.0,1.0,7.0,,1.0,1.0,7.0,,1.0,1,-1,-1,-1,1,1,-1.0,1,-1,1,1,1,-1,1,1,-1,1.0,1,0.0,-1,-1,-430.372122535,430.372122535,430.372122535,-430.372122535,430.372122535,-430.372122535,-430.372122535,430.372122535,430.372122535,-430.372122535,430.372122535,-430.372122535,430.372122535,430.372122535,430.372122535,-430.372122535,430.372122535,-430.372122535,430.372122535,-430.372122535,-430.372122535,-430.372122535,430.372122535,-430.372122535,-430.372122535,430.372122535,-430.372122535,-430.372122535,-0.0,430.372122535,430.372122535
