2016-10-18 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2016-10-18 00:00:00,Close2016-10-18 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-18 00:00:00,LastSRUN,SRUN2016-10-18 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-17 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-17 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-17 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-17 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
PL,QPLF7,946.5,19.6311396105,0.0110019226661,1.0,-1.0,1.0,-1.0,1.0,-11.0,2016-09-30,981.556980525,3.0,1.0,1.0,47325.0,1.0,0.0110019226661,946.5,metal,-1.0,-1.0,2016-09-30,1.0,1.0,-12.0,-12.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,1,1,1,1,-1,1,-1.0,1,1,1,1,-1,1,0.0,0.0,0.0,0.0,-1.0,-1,1,1,1,1,1561.99797052,1561.99797052,-1561.99797052,1561.99797052,-1561.99797052,1561.99797052,-1561.99797052,1561.99797052,1561.99797052,-1561.99797052,1561.99797052,-1561.99797052,1561.99797052,1561.99797052,1561.99797052,-1561.99797052,-1561.99797052,1561.99797052,1561.99797052,1561.99797052,1561.99797052,1561.99797052,1561.99797052,1561.99797052,-1561.99797052,1561.99797052,0.0,0.0,0.0,0.0,-1561.99797052,-1561.99797052,1561.99797052
RB,QRBZ6,1.4922,0.0378043465,0.0066788099575,1.0,-1.0,-1.0,1.0,-1.0,-31.0,2016-09-01,1587.782553,2.0,1.0,1.0,62672.4,1.0,0.0066788099575,1.4922,energy,1.0,1.0,2016-09-01,-1.0,-1.0,-32.0,-32.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,0,-1,-1,-1,1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,837.154098361,837.154098361,-837.154098361,837.154098361,837.154098361,-837.154098361,837.154098361,-837.154098361,0.0,-837.154098361,-837.154098361,837.154098361,-837.154098361,837.154098361,-837.154098361,837.154098361,837.154098361,-837.154098361,-837.154098361,-837.154098361,837.154098361,0.0,0.0,0.0,837.154098361,837.154098361,837.154098361,837.154098361,837.154098361,837.154098361,837.154098361,837.154098361,837.154098361
RR,@RRX6,10.42,0.18575,0.00144161460836,1.0,1.0,-1.0,1.0,-1.0,31.0,2016-09-01,371.5,6.0,1.0,1.0,20840.0,1.0,0.00144161460836,10.42,grain,1.0,1.0,2016-09-01,-1.0,-1.0,32.0,32.0,1.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,2.0,6.0,1.0,2.0,6.0,1.0,0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,-1,-1,-1,-1,180.25949063,180.25949063,180.25949063,-180.25949063,180.25949063,-180.25949063,180.25949063,-180.25949063,-180.25949063,180.25949063,-180.25949063,180.25949063,-180.25949063,-180.25949063,-180.25949063,180.25949063,-180.25949063,180.25949063,-180.25949063,-180.25949063,-180.25949063,-180.25949063,-180.25949063,-180.25949063,180.25949063,-180.25949063,0.0,0.0,0.0,-180.25949063,180.25949063,180.25949063,-180.25949063
RS,@RSX6,497.7,5.7,0.0032251562185,1.0,1.0,-1.0,1.0,1.0,9.0,2016-10-03,86.936627774,24.0,3.0,3.0,7590.94028826,1.3113,0.0032251562185,497.7,grain,1.0,1.0,2016-10-03,1.0,1.0,10.0,10.0,1.0,-1.0,1.0,24.0,-1.0,1.0,24.0,-1.0,2.0,24.0,1.0,2.0,24.0,1.0,0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0.0,0.0,1,-1,-1,0,-1,587.5672386,587.5672386,587.5672386,-587.5672386,587.5672386,-587.5672386,587.5672386,-587.5672386,-587.5672386,587.5672386,-587.5672386,587.5672386,-587.5672386,-587.5672386,587.5672386,-587.5672386,587.5672386,-587.5672386,587.5672386,-587.5672386,-587.5672386,-587.5672386,0.0,-587.5672386,-587.5672386,-587.5672386,-587.5672386,-587.5672386,-587.5672386,0.0,0.0,587.5672386,-587.5672386
S,@SX6,972.5,16.5,-0.00587784308715,-1.0,1.0,-1.0,1.0,1.0,10.0,2016-10-03,825.0,3.0,1.0,1.0,48625.0,1.0,-0.00587784308715,972.5,grain,1.0,-1.0,2016-10-03,1.0,1.0,11.0,11.0,1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-857.430360337,857.430360337,-857.430360337,857.430360337,-857.430360337,857.430360337,857.430360337,-857.430360337,857.430360337,-857.430360337,857.430360337,-857.430360337,857.430360337,857.430360337,-857.430360337,857.430360337,-857.430360337,857.430360337,-857.430360337,857.430360337,857.430360337,857.430360337,857.430360337,857.430360337,857.430360337,857.430360337,857.430360337,857.430360337,857.430360337,857.430360337,857.430360337,857.430360337,857.430360337
SB,@SBH7,23.02,0.6725,-0.00604490500864,-1.0,1.0,1.0,1.0,-1.0,17.0,2016-09-22,753.2,3.0,1.0,1.0,25782.4,1.0,-0.00604490500864,23.02,soft,1.0,1.0,2016-09-22,-1.0,-1.0,18.0,18.0,1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,-1,1.0,1.0,0.0,-1.0,1.0,1,-1,-1,0,-1,-467.556476684,467.556476684,-467.556476684,467.556476684,-467.556476684,467.556476684,-467.556476684,467.556476684,467.556476684,-467.556476684,-467.556476684,-467.556476684,467.556476684,467.556476684,467.556476684,-467.556476684,467.556476684,-467.556476684,467.556476684,-467.556476684,467.556476684,467.556476684,-0.0,467.556476684,-467.556476684,467.556476684,-467.556476684,-467.556476684,-0.0,467.556476684,-467.556476684,-467.556476684,467.556476684
SF,@SFZ6,1.0134,0.008,-0.000788799053441,-1.0,-1.0,1.0,-1.0,-1.0,-12.0,2016-09-29,1000.0,2.0,1.0,1.0,126675.0,1.0,-0.000788799053441,1.0134,currency,1.0,-1.0,2016-09-29,-1.0,-1.0,-13.0,-13.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,1,-1,1.0,-1,1,-1,1,1,1,0.0,1.0,1.0,0.0,1.0,1,1,1,1,1,-199.842240189,199.842240189,-199.842240189,199.842240189,-199.842240189,199.842240189,199.842240189,-199.842240189,-199.842240189,199.842240189,-199.842240189,199.842240189,-199.842240189,-199.842240189,199.842240189,-199.842240189,-199.842240189,199.842240189,-199.842240189,199.842240189,-199.842240189,-199.842240189,-199.842240189,-199.842240189,-199.842240189,-199.842240189,-0.0,-199.842240189,-199.842240189,-0.0,-199.842240189,-199.842240189,-199.842240189
SI,QSIZ6,1763.8,44.13,0.00938537255351,1.0,-1.0,1.0,-1.0,-1.0,16.0,2016-09-23,2206.5,1.0,1.0,1.0,88190.0,1.0,0.00938537255351,1763.8,metal,-1.0,-1.0,2016-09-23,-1.0,-1.0,17.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,1,1,1,1,1,-1,-1.0,1,1,1,1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,827.696005494,827.696005494,827.696005494,-827.696005494,-827.696005494,827.696005494,-827.696005494,827.696005494,827.696005494,-827.696005494,827.696005494,-827.696005494,827.696005494,827.696005494,-827.696005494,827.696005494,-827.696005494,827.696005494,827.696005494,827.696005494,827.696005494,827.696005494,827.696005494,827.696005494,827.696005494,-827.696005494,0.0,0.0,0.0,-827.696005494,827.696005494,827.696005494,827.696005494
SIN,INV6,8668.0,113.287238883,0.0159995311493,1.0,-1.0,-1.0,-1.0,1.0,-5.0,2016-10-10,226.574477766,9.0,2.0,2.0,17336.0,1.0,0.0159995311493,8668.0,index,1.0,-1.0,2016-09-12,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,9.0,1.0,1.0,9.0,-1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,-1,-1,1,1,1,2496.31084803,2496.31084803,-2496.31084803,2496.31084803,2496.31084803,-2496.31084803,-2496.31084803,2496.31084803,2496.31084803,-2496.31084803,-2496.31084803,-2496.31084803,2496.31084803,2496.31084803,2496.31084803,-2496.31084803,-2496.31084803,2496.31084803,2496.31084803,2496.31084803,2496.31084803,2496.31084803,2496.31084803,2496.31084803,2496.31084803,2496.31084803,-2496.31084803,0.0,2496.31084803,0.0,-2496.31084803,-2496.31084803,-2496.31084803
SJB,BBZ6,151.8,0.1615,-6.5871813451e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-13.0,2016-09-28,155.527734977,13.0,2.0,2.0,146186.440678,103.84,-6.5871813451e-05,151.8,rates,-1.0,-1.0,2016-09-28,1.0,1.0,-14.0,-14.0,1.0,0.0,1.0,13.0,0.0,1.0,13.0,-1.0,1.0,13.0,-1.0,1.0,13.0,-1.0,0,1,1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,-1.0,-1.0,0.0,0.0,1.0,1,1,0,1,1,-125.184357342,125.184357342,-125.184357342,125.184357342,125.184357342,-125.184357342,125.184357342,-125.184357342,-0.0,125.184357342,125.184357342,125.184357342,-125.184357342,-125.184357342,125.184357342,-125.184357342,-125.184357342,125.184357342,-125.184357342,125.184357342,-125.184357342,-0.0,-125.184357342,-125.184357342,-125.184357342,125.184357342,125.184357342,125.184357342,-0.0,-0.0,-125.184357342,-125.184357342,-125.184357342
SM,@SMZ6,303.4,6.15,-0.000329489291598,-1.0,-1.0,-1.0,1.0,1.0,-9.0,2016-10-04,615.0,4.0,1.0,1.0,30340.0,1.0,-0.000329489291598,303.4,grain,1.0,-1.0,2016-10-04,1.0,1.0,-10.0,-10.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,0,-1,1,-1,1,-1,-1,-1.0,1,1,-1,-1,1,1,-1.0,-1.0,0.0,-1.0,0.0,1,-1,0,0,-1,-39.9868204284,39.9868204284,-39.9868204284,39.9868204284,-39.9868204284,39.9868204284,39.9868204284,-39.9868204284,-0.0,39.9868204284,39.9868204284,-39.9868204284,39.9868204284,-39.9868204284,-39.9868204284,39.9868204284,39.9868204284,-39.9868204284,-39.9868204284,39.9868204284,39.9868204284,-0.0,-0.0,39.9868204284,-39.9868204284,-39.9868204284,39.9868204284,39.9868204284,-0.0,39.9868204284,-0.0,-39.9868204284,39.9868204284
SMI,SWZ6,8061.0,98.4,0.007625,1.0,-1.0,-1.0,-1.0,1.0,-17.0,2016-09-22,993.939393939,3.0,1.0,1.0,81424.2424242,0.99,0.007625,8061.0,index,1.0,-1.0,2016-09-22,1.0,1.0,-18.0,-18.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,-1,-1,1,1,1,1862.57954545,1862.57954545,-1862.57954545,1862.57954545,1862.57954545,-1862.57954545,-1862.57954545,1862.57954545,1862.57954545,-1862.57954545,-1862.57954545,-1862.57954545,1862.57954545,1862.57954545,1862.57954545,-1862.57954545,-1862.57954545,1862.57954545,1862.57954545,1862.57954545,1862.57954545,1862.57954545,1862.57954545,1862.57954545,1862.57954545,1862.57954545,-1862.57954545,0.0,1862.57954545,0.0,-1862.57954545,-1862.57954545,-1862.57954545
SSG,SSV6,310.85,3.6799035225,0.00533635187581,1.0,-1.0,-1.0,1.0,-1.0,-7.0,2016-10-06,530.972299618,4.0,1.0,1.0,44852.4637472,1.3861,0.00533635187581,310.85,index,1.0,-1.0,2016-10-07,-1.0,-1.0,7.0,7.0,-1.0,0.0,1.0,4.0,0.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,0,-1,1,-1,1,1,1,1.0,-1,-1,-1,1,1,1,0.0,1.0,1.0,0.0,0.0,-1,1,0,-1,0,957.394116208,957.394116208,-957.394116208,957.394116208,957.394116208,-957.394116208,-957.394116208,957.394116208,0.0,-957.394116208,-957.394116208,957.394116208,-957.394116208,957.394116208,-957.394116208,957.394116208,957.394116208,-957.394116208,-957.394116208,-957.394116208,957.394116208,0.0,-957.394116208,0.0,957.394116208,957.394116208,0.0,957.394116208,957.394116208,0.0,0.0,-957.394116208,957.394116208
STW,TWV6,347.1,4.7829645245,0.00813244263723,1.0,1.0,-1.0,1.0,-1.0,10.0,2016-09-30,478.29645245,5.0,1.0,1.0,34710.0,1.0,0.00813244263723,347.1,index,1.0,-1.0,2016-09-30,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,0,-1,1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,-1.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1,-1,1411.38541969,1411.38541969,1411.38541969,-1411.38541969,1411.38541969,-1411.38541969,-1411.38541969,1411.38541969,-1411.38541969,1411.38541969,-1411.38541969,1411.38541969,-1411.38541969,-1411.38541969,-1411.38541969,1411.38541969,-1411.38541969,1411.38541969,-1411.38541969,-1411.38541969,-1411.38541969,-1411.38541969,-1411.38541969,-1411.38541969,1411.38541969,-1411.38541969,-1411.38541969,0.0,0.0,-1411.38541969,0.0,-1411.38541969,-1411.38541969
SXE,EXZ6,3038.0,48.2,0.0140186915888,1.0,1.0,1.0,1.0,1.0,-9.0,2016-10-04,529.1878,4.0,1.0,1.0,33354.202,0.910829765917,0.0140186915888,3038.0,index,1.0,-1.0,2016-10-04,1.0,1.0,-10.0,-10.0,-1.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,0,-1,1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,0.0,1.0,0.0,-1.0,-1.0,-1,-1,0,-1,-1,1870.32908411,1870.32908411,-1870.32908411,1870.32908411,1870.32908411,-1870.32908411,-1870.32908411,1870.32908411,0.0,1870.32908411,1870.32908411,1870.32908411,-1870.32908411,-1870.32908411,1870.32908411,-1870.32908411,-1870.32908411,1870.32908411,-1870.32908411,1870.32908411,-1870.32908411,0.0,-1870.32908411,-1870.32908411,-1870.32908411,1870.32908411,0.0,1870.32908411,0.0,-1870.32908411,-1870.32908411,-1870.32908411,-1870.32908411
TF,@TFSZ6,1212.7,16.53,0.00256283068783,1.0,-1.0,1.0,-1.0,1.0,-4.0,2016-10-11,1653.0,2.0,1.0,1.0,121270.0,1.0,0.00256283068783,1212.7,index,1.0,-1.0,2016-10-11,1.0,1.0,-5.0,-5.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,1,1,621.588955026,621.588955026,-621.588955026,621.588955026,621.588955026,-621.588955026,-621.588955026,621.588955026,621.588955026,-621.588955026,621.588955026,-621.588955026,621.588955026,621.588955026,621.588955026,-621.588955026,-621.588955026,621.588955026,621.588955026,621.588955026,621.588955026,621.588955026,621.588955026,621.588955026,621.588955026,621.588955026,0.0,621.588955026,621.588955026,0.0,-621.588955026,-621.588955026,-621.588955026
TU,@TUZ6,109.1015625,0.076953125,0.000286512427476,1.0,-1.0,1.0,-1.0,-1.0,11.0,2016-09-30,153.90625,13.0,2.0,2.0,218203.125,1.0,0.000286512427476,109.1015625,rates,-1.0,-1.0,2016-09-30,-1.0,-1.0,12.0,12.0,1.0,1.0,1.0,13.0,1.0,2.0,13.0,1.0,1.0,13.0,-1.0,1.0,13.0,-1.0,0,1,1,1,1,1,-1,-1.0,1,1,1,1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,812.732791347,812.732791347,812.732791347,-812.732791347,-812.732791347,812.732791347,-812.732791347,812.732791347,812.732791347,-812.732791347,812.732791347,-812.732791347,812.732791347,812.732791347,-812.732791347,812.732791347,-812.732791347,812.732791347,812.732791347,812.732791347,812.732791347,812.732791347,812.732791347,812.732791347,812.732791347,-812.732791347,0.0,0.0,0.0,-812.732791347,812.732791347,812.732791347,812.732791347
TY,@TYZ6,130.296875,0.42890625,0.00132084534102,1.0,1.0,1.0,1.0,-1.0,9.0,2016-10-04,428.90625,5.0,1.0,1.0,130296.875,1.0,0.00132084534102,130.296875,rates,-1.0,-1.0,2016-10-04,-1.0,-1.0,10.0,10.0,1.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,0,1,1,-1,-1,1,-1,-1.0,1,-1,1,-1,-1,-1,0.0,0.0,-1.0,-1.0,0.0,-1,1,-1,-1,0,860.510101465,860.510101465,860.510101465,-860.510101465,-860.510101465,860.510101465,-860.510101465,860.510101465,-860.510101465,860.510101465,860.510101465,860.510101465,-860.510101465,-860.510101465,-860.510101465,860.510101465,-860.510101465,860.510101465,-860.510101465,860.510101465,-860.510101465,-860.510101465,-860.510101465,0.0,-860.510101465,-860.510101465,0.0,0.0,-860.510101465,-860.510101465,0.0,-860.510101465,860.510101465
US,@USZ6,164.28125,1.33125,0.00209683568433,1.0,-1.0,1.0,-1.0,1.0,9.0,2016-10-04,1331.25,2.0,1.0,1.0,164281.25,1.0,0.00209683568433,164.28125,rates,-1.0,-1.0,2016-10-04,1.0,1.0,10.0,10.0,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,0,1,1,1,1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0.0,0.0,1,1,-1,0,0,688.941574533,688.941574533,688.941574533,-688.941574533,-688.941574533,688.941574533,-688.941574533,688.941574533,-688.941574533,-688.941574533,688.941574533,-688.941574533,688.941574533,688.941574533,688.941574533,-688.941574533,688.941574533,-688.941574533,688.941574533,-688.941574533,-688.941574533,-688.941574533,0.0,0.0,-688.941574533,-688.941574533,-688.941574533,-688.941574533,-688.941574533,0.0,0.0,688.941574533,688.941574533
VX,@VXX6,16.625,0.9188197485,-0.029197080292,-1.0,-1.0,1.0,-1.0,-1.0,5.0,2016-10-10,918.8197485,3.0,1.0,1.0,16625.0,1.0,-0.029197080292,16.625,index,-1.0,1.0,2016-10-10,-1.0,-1.0,6.0,6.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,-1456.20437956,1456.20437956,1456.20437956,-1456.20437956,1456.20437956,-1456.20437956,-1456.20437956,1456.20437956,-1456.20437956,1456.20437956,-1456.20437956,1456.20437956,-1456.20437956,-1456.20437956,1456.20437956,-1456.20437956,1456.20437956,-1456.20437956,1456.20437956,-1456.20437956,-1456.20437956,-1456.20437956,-1456.20437956,-1456.20437956,-1456.20437956,-1456.20437956,-1456.20437956,-1456.20437956,-1456.20437956,-1456.20437956,-1456.20437956,-1456.20437956,-1456.20437956
W,@WZ6,420.0,10.4625,-0.00884955752212,-1.0,-1.0,1.0,-1.0,1.0,20.0,2016-09-19,523.125,4.0,1.0,1.0,21000.0,1.0,-0.00884955752212,420.0,grain,1.0,1.0,2016-09-19,1.0,1.0,21.0,21.0,1.0,0.0,1.0,4.0,0.0,2.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,0,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,1,0.0,0.0,0.0,1.0,1.0,1,-1,0,0,-1,-743.362831858,743.362831858,-743.362831858,743.362831858,-743.362831858,743.362831858,-743.362831858,743.362831858,-0.0,743.362831858,-743.362831858,743.362831858,-743.362831858,-743.362831858,-743.362831858,743.362831858,-743.362831858,743.362831858,-743.362831858,743.362831858,743.362831858,-0.0,-0.0,743.362831858,-743.362831858,-743.362831858,-0.0,-0.0,-0.0,-743.362831858,-743.362831858,-743.362831858,743.362831858
YA,APZ6,5391.0,54.25,0.00409759731794,1.0,-1.0,1.0,-1.0,1.0,-9.0,2016-10-04,1039.836875,2.0,1.0,1.0,103331.9925,1.30429111778,0.00409759731794,5391.0,index,1.0,-1.0,2016-10-04,1.0,1.0,-10.0,-10.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,1,1,846.82579065,846.82579065,-846.82579065,846.82579065,846.82579065,-846.82579065,-846.82579065,846.82579065,846.82579065,-846.82579065,846.82579065,-846.82579065,846.82579065,846.82579065,846.82579065,-846.82579065,-846.82579065,846.82579065,846.82579065,846.82579065,846.82579065,846.82579065,846.82579065,846.82579065,846.82579065,846.82579065,0.0,846.82579065,846.82579065,0.0,-846.82579065,-846.82579065,-846.82579065
YB,HBSM7,98.25,0.0325034605,0.0,1.0,-1.0,1.0,-1.0,-1.0,34.0,2016-08-30,59.8089675968,34.0,5.0,5.0,180787.86,1.30429111778,0.0,98.25,rates,-1.0,-1.0,2016-08-30,-1.0,-1.0,35.0,35.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,1,1,1,1,-1,-1.0,1,1,1,1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
YM,@YMZ6,18064.0,179.2,0.00283128851385,1.0,1.0,1.0,1.0,1.0,21.0,2016-09-16,896.0,3.0,1.0,1.0,90320.0,1.0,0.00283128851385,18064.0,index,1.0,-1.0,2016-09-16,1.0,1.0,22.0,22.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,1,0.0,1.0,0.0,0.0,-1.0,-1,-1,0,-1,-1,767.165935713,767.165935713,-767.165935713,767.165935713,767.165935713,-767.165935713,-767.165935713,767.165935713,0.0,767.165935713,767.165935713,767.165935713,-767.165935713,-767.165935713,767.165935713,-767.165935713,767.165935713,-767.165935713,-767.165935713,767.165935713,-767.165935713,0.0,-767.165935713,-767.165935713,-767.165935713,767.165935713,0.0,767.165935713,0.0,0.0,-767.165935713,-767.165935713,-767.165935713
YT2,HTSZ6,98.28,0.056,-0.00010173974972,-1.0,-1.0,1.0,-1.0,-1.0,19.0,2016-09-30,120.21856,17.0,3.0,3.0,210983.5728,1.30429111778,-0.00010173974972,98.28,rates,-1.0,-1.0,2016-09-30,-1.0,-1.0,20.0,20.0,-1.0,1.0,1.0,17.0,1.0,1.0,17.0,1.0,2.0,17.0,-1.0,2.0,17.0,-1.0,0,1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,-1,1,1,0,1,-364.91207016,364.91207016,364.91207016,-364.91207016,364.91207016,-364.91207016,364.91207016,-364.91207016,-364.91207016,364.91207016,-364.91207016,364.91207016,-364.91207016,-364.91207016,364.91207016,-364.91207016,364.91207016,-364.91207016,364.91207016,-364.91207016,-364.91207016,-364.91207016,-0.0,-364.91207016,-364.91207016,-364.91207016,-364.91207016,-364.91207016,-364.91207016,-0.0,-0.0,364.91207016,-364.91207016
YT3,HXSZ6,97.69,0.07175,-0.000255846082997,-1.0,-1.0,1.0,-1.0,1.0,18.0,2016-09-30,440.0858,5.0,1.0,1.0,599191.384,1.30429111778,-0.000255846082997,97.69,rates,-1.0,-1.0,2016-09-30,1.0,1.0,19.0,19.0,-1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,0,1,1,1,1,-1,1,1.0,-1,1,1,1,-1,1,0.0,0.0,0.0,1.0,-1.0,-1,1,1,1,1,-766.503842808,766.503842808,766.503842808,-766.503842808,766.503842808,-766.503842808,766.503842808,-766.503842808,-766.503842808,766.503842808,-766.503842808,766.503842808,-766.503842808,-766.503842808,-766.503842808,766.503842808,-766.503842808,766.503842808,-766.503842808,-766.503842808,-766.503842808,-766.503842808,-766.503842808,-766.503842808,766.503842808,-766.503842808,-0.0,-0.0,-0.0,-766.503842808,766.503842808,766.503842808,-766.503842808
