2016-08-25 00:00:00,Contract,LastClose,ATR20,PC2016-08-25 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-25 00:00:00,RiskOn,group,SEA2016-08-25 00:00:00,SRUN2016-08-25 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-24 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-24 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-24 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-24 00:00:00,RiskOff,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,Voting7,Voting8,Voting9,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9
SXE,EXU6,2988.0,40.4,-0.00631858995677,-1.0,1.0,-1.0,1.0,1.0,-20.0,2016-07-28,455.6716,5.0,1.0,1.0,33701.652,2988.0,1.0,index,1.0,-20.0,1.0,1.0,-19.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1064.73459927,1064.73459927,-1064.73459927,1064.73459927,-1064.73459927,1064.73459927,1064.73459927,-1064.73459927,1064.73459927,-1064.73459927,1064.73459927,1064.73459927,-1064.73459927,1064.73459927,1064.73459927,-1064.73459927,-1064.73459927,1064.73459927,1064.73459927,1064.73459927,-1064.73459927,1064.73459927,1064.73459927,1064.73459927,1064.73459927
TF,@TFSU6,1239.4,12.415,0.00283194433207,1.0,1.0,-1.0,1.0,1.0,15.0,2016-08-04,1241.5,2.0,1.0,1.0,123940.0,1239.4,1.0,index,1.0,15.0,-1.0,1.0,14.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,1,-1,701.982361032,701.982361032,-701.982361032,701.982361032,701.982361032,-701.982361032,-701.982361032,701.982361032,-701.982361032,701.982361032,-701.982361032,-701.982361032,701.982361032,-701.982361032,701.982361032,-701.982361032,-701.982361032,701.982361032,701.982361032,701.982361032,-701.982361032,-701.982361032,-701.982361032,701.982361032,-701.982361032
TU,@TUU6,109.265625,0.090625,-0.000285918513224,-1.0,1.0,1.0,1.0,1.0,-37.0,2016-07-05,181.25,12.0,2.0,2.0,218531.25,109.265625,-1.0,rates,1.0,-37.0,-1.0,1.0,-36.0,1.0,1.0,12.0,1.0,1.0,12.0,1.0,1.0,12.0,1.0,1.0,12.0,1.0,1,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,1,-1,-749.785561115,749.785561115,749.785561115,-749.785561115,749.785561115,-749.785561115,-749.785561115,-749.785561115,-749.785561115,-749.785561115,749.785561115,749.785561115,-749.785561115,749.785561115,749.785561115,-749.785561115,749.785561115,-749.785561115,-749.785561115,-749.785561115,749.785561115,-749.785561115,-749.785561115,-749.785561115,749.785561115
TY,@TYU6,132.0625,0.53203125,-0.00118175372252,-1.0,1.0,-1.0,1.0,1.0,-37.0,2016-07-05,532.03125,4.0,1.0,1.0,132062.5,132.0625,-1.0,rates,1.0,-37.0,1.0,1.0,-36.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-624.261403923,624.261403923,-624.261403923,624.261403923,624.261403923,-624.261403923,624.261403923,-624.261403923,624.261403923,-624.261403923,624.261403923,624.261403923,-624.261403923,624.261403923,624.261403923,-624.261403923,-624.261403923,624.261403923,624.261403923,624.261403923,-624.261403923,624.261403923,624.261403923,624.261403923,624.261403923
US,@USU6,171.71875,1.528125,-0.00308417997097,-1.0,1.0,-1.0,1.0,1.0,-34.0,2016-07-08,1528.125,2.0,1.0,1.0,171718.75,171.71875,-1.0,rates,1.0,-34.0,-1.0,1.0,-33.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1059.22305878,1059.22305878,1059.22305878,-1059.22305878,1059.22305878,-1059.22305878,1059.22305878,-1059.22305878,1059.22305878,-1059.22305878,1059.22305878,1059.22305878,-1059.22305878,1059.22305878,1059.22305878,-1059.22305878,1059.22305878,1059.22305878,-1059.22305878,1059.22305878,1059.22305878,1059.22305878,-1059.22305878,1059.22305878,1059.22305878
VX,@VXU6,14.975,0.6693420795,-0.0099173553719,-1.0,-1.0,1.0,-1.0,1.0,-24.0,2016-07-22,669.3420795,3.0,1.0,1.0,14975.0,14.975,-1.0,index,1.0,-24.0,1.0,1.0,-23.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,0,-445.537190083,445.537190083,-445.537190083,445.537190083,445.537190083,-445.537190083,445.537190083,445.537190083,-445.537190083,445.537190083,-445.537190083,-445.537190083,-445.537190083,445.537190083,445.537190083,-445.537190083,445.537190083,445.537190083,445.537190083,445.537190083,-445.537190083,445.537190083,-445.537190083,445.537190083,-0.0
W,@WZ6,423.75,10.2936411415,-0.0058651026393,-1.0,-1.0,-1.0,-1.0,1.0,17.0,2016-08-02,514.682057075,4.0,1.0,1.0,21187.5,423.75,1.0,grain,1.0,17.0,-1.0,1.0,16.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,1,0,-497.06744868,497.06744868,497.06744868,-497.06744868,-497.06744868,497.06744868,497.06744868,497.06744868,497.06744868,497.06744868,-497.06744868,-497.06744868,-497.06744868,497.06744868,-497.06744868,497.06744868,497.06744868,-497.06744868,497.06744868,497.06744868,497.06744868,497.06744868,497.06744868,-497.06744868,-0.0
YA,APU6,5513.0,47.7,-0.00541223164351,-1.0,1.0,-1.0,1.0,-1.0,11.0,2016-08-10,908.32725,3.0,1.0,1.0,104981.3025,5513.0,1.0,index,-1.0,11.0,1.0,1.0,-18.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1704.5493821,1704.5493821,-1704.5493821,1704.5493821,-1704.5493821,1704.5493821,1704.5493821,-1704.5493821,1704.5493821,-1704.5493821,1704.5493821,1704.5493821,-1704.5493821,1704.5493821,1704.5493821,-1704.5493821,-1704.5493821,1704.5493821,1704.5493821,1704.5493821,-1704.5493821,1704.5493821,1704.5493821,1704.5493821,1704.5493821
YB,HBSZ6,98.35,0.025005293,0.0,1.0,1.0,-1.0,1.0,1.0,-25.0,2016-07-21,45.7116760274,44.0,6.0,6.0,179791.668,98.35,-1.0,rates,1.0,-25.0,1.0,1.0,-24.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
YM,@YMU6,18448.0,108.05,-0.00129926375054,-1.0,-1.0,-1.0,-1.0,1.0,15.0,2016-08-04,540.25,4.0,1.0,1.0,92240.0,18448.0,1.0,index,1.0,15.0,-1.0,1.0,14.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,1,0,-479.3763534,479.3763534,479.3763534,-479.3763534,-479.3763534,479.3763534,479.3763534,479.3763534,479.3763534,479.3763534,-479.3763534,-479.3763534,-479.3763534,479.3763534,-479.3763534,479.3763534,479.3763534,-479.3763534,479.3763534,479.3763534,479.3763534,479.3763534,479.3763534,-479.3763534,-0.0
YT2,HTSU6,98.63,0.046,-0.000101378751014,-1.0,1.0,-1.0,1.0,-1.0,45.0,2016-06-23,98.10696,21.0,3.0,3.0,210354.1188,98.63,-1.0,rates,-1.0,45.0,1.0,-1.0,44.0,-1.0,1.0,21.0,-1.0,1.0,21.0,-1.0,1.0,21.0,1.0,1.0,21.0,1.0,1,-1,-1,1,-1,-1.0,1,1,-1,1,1,1,-1,-1,-1,0,-447.834194526,447.834194526,-447.834194526,447.834194526,447.834194526,-447.834194526,447.834194526,-447.834194526,447.834194526,-447.834194526,447.834194526,447.834194526,447.834194526,-447.834194526,447.834194526,-447.834194526,-447.834194526,447.834194526,-447.834194526,-447.834194526,-447.834194526,447.834194526,447.834194526,447.834194526,-0.0
YT3,HXSU6,98.135,0.06625,-0.000152827305145,-1.0,-1.0,1.0,-1.0,1.0,45.0,2016-06-23,403.701,5.0,1.0,1.0,597995.436,98.135,-1.0,rates,1.0,45.0,1.0,1.0,44.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1,1,1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,1,-1,0,-456.950154865,456.950154865,-456.950154865,456.950154865,456.950154865,-456.950154865,456.950154865,456.950154865,-456.950154865,456.950154865,-456.950154865,-456.950154865,-456.950154865,456.950154865,-456.950154865,456.950154865,456.950154865,-456.950154865,456.950154865,456.950154865,-456.950154865,456.950154865,-456.950154865,456.950154865,-0.0
