2016-09-07 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-07 00:00:00,Close2016-09-07 00:00:00,group,RiskOn,Excess,SEA2016-09-07 00:00:00,SRUN2016-09-07 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-06 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-06 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-06 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-06 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13
S,@SX6,975.5,17.775,0.0164105235738,1.0,1.0,1.0,1.0,1.0,-14.0,2016-08-17,888.75,3.0,1.0,1.0,48775.0,0.0164105235738,975.5,grain,1.0,-1.0,1.0,-14.0,1.0,1.0,-13.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,1,-1,-1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,1,-1.0,-1,0.0,-1,1,1,2401.26986194,2401.26986194,2401.26986194,-2401.26986194,2401.26986194,-2401.26986194,-2401.26986194,2401.26986194,2401.26986194,2401.26986194,2401.26986194,2401.26986194,-2401.26986194,-2401.26986194,2401.26986194,-2401.26986194,-2401.26986194,2401.26986194,2401.26986194,2401.26986194,-2401.26986194,2401.26986194,2401.26986194,-2401.26986194,-2401.26986194,2401.26986194,-2401.26986194,-2401.26986194,0.0,-2401.26986194,2401.26986194
SB,@SBV6,20.29,0.5465,0.00346191889219,1.0,-1.0,-1.0,-1.0,1.0,-28.0,2016-07-28,612.08,4.0,1.0,1.0,22724.8,0.00346191889219,20.29,soft,1.0,1.0,1.0,-28.0,1.0,1.0,-27.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,-1,-1,1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,1,1,-1,314.685657765,314.685657765,314.685657765,-314.685657765,314.685657765,-314.685657765,314.685657765,-314.685657765,-314.685657765,-314.685657765,-314.685657765,-314.685657765,314.685657765,314.685657765,314.685657765,-314.685657765,-314.685657765,314.685657765,314.685657765,-314.685657765,-314.685657765,-314.685657765,314.685657765,-314.685657765,-314.685657765,-314.685657765,-314.685657765,-314.685657765,-314.685657765,314.685657765,314.685657765
SF,@SFU6,1.0321,0.00737,0.000581677169171,1.0,1.0,-1.0,1.0,1.0,-13.0,2016-08-18,921.25,3.0,1.0,1.0,129012.5,0.000581677169171,1.0321,currency,1.0,1.0,1.0,-13.0,1.0,1.0,-12.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1,225.130877363,225.130877363,225.130877363,-225.130877363,225.130877363,-225.130877363,225.130877363,-225.130877363,-225.130877363,225.130877363,-225.130877363,225.130877363,-225.130877363,-225.130877363,225.130877363,-225.130877363,-225.130877363,225.130877363,225.130877363,-225.130877363,-225.130877363,-225.130877363,225.130877363,-225.130877363,-225.130877363,-225.130877363,-225.130877363,-225.130877363,-225.130877363,-225.130877363,225.130877363
SI,QSIZ6,1984.8,44.4480982465,-0.0144006356143,-1.0,1.0,1.0,1.0,1.0,8.0,2016-08-25,2222.40491232,1.0,1.0,1.0,99240.0,-0.0144006356143,1984.8,metal,-1.0,1.0,1.0,8.0,1.0,1.0,7.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,1,-1,0.0,-1,1.0,-1,1,-1,-1429.11907836,1429.11907836,-1429.11907836,1429.11907836,1429.11907836,-1429.11907836,-1429.11907836,1429.11907836,1429.11907836,-1429.11907836,-1429.11907836,-1429.11907836,1429.11907836,1429.11907836,-1429.11907836,1429.11907836,-1429.11907836,1429.11907836,-1429.11907836,1429.11907836,1429.11907836,1429.11907836,1429.11907836,1429.11907836,-1429.11907836,1429.11907836,-0.0,1429.11907836,-1429.11907836,1429.11907836,-1429.11907836
SIN,INU6,8959.0,84.425410026,-0.000780727191613,-1.0,1.0,1.0,1.0,1.0,22.0,2016-08-08,168.850820052,12.0,2.0,2.0,17918.0,-0.000780727191613,8959.0,index,1.0,1.0,1.0,22.0,1.0,1.0,21.0,1.0,1.0,12.0,1.0,1.0,12.0,1.0,2.0,12.0,1.0,2.0,12.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,1,0.0,-1,0.0,-1,1,0,-167.868837832,167.868837832,-167.868837832,167.868837832,-167.868837832,167.868837832,-167.868837832,167.868837832,-167.868837832,-167.868837832,-167.868837832,-167.868837832,167.868837832,167.868837832,-167.868837832,167.868837832,-167.868837832,167.868837832,-167.868837832,167.868837832,167.868837832,-0.0,167.868837832,167.868837832,167.868837832,-167.868837832,-0.0,167.868837832,-0.0,167.868837832,-167.868837832
SJB,BBZ6,151.71,0.256826914,0.00171673819743,1.0,-1.0,1.0,-1.0,-1.0,-30.0,2016-07-27,252.434552782,8.0,1.0,1.0,149115.392176,0.00171673819743,151.71,rates,-1.0,1.0,-1.0,-30.0,1.0,-1.0,-29.0,-1.0,1.0,8.0,-1.0,1.0,8.0,1.0,1.0,8.0,-1.0,1.0,8.0,-1.0,1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,-1,1.0,0,1.0,-1,-1,0,2047.93671658,2047.93671658,2047.93671658,-2047.93671658,-2047.93671658,2047.93671658,2047.93671658,-2047.93671658,-2047.93671658,-2047.93671658,2047.93671658,-2047.93671658,2047.93671658,2047.93671658,-2047.93671658,2047.93671658,2047.93671658,-2047.93671658,2047.93671658,-2047.93671658,2047.93671658,0.0,2047.93671658,2047.93671658,2047.93671658,-2047.93671658,2047.93671658,0.0,2047.93671658,-2047.93671658,-2047.93671658
SM,@SMZ6,316.7,6.71,0.0212834569494,1.0,-1.0,1.0,-1.0,-1.0,-21.0,2016-08-08,671.0,3.0,1.0,1.0,31670.0,0.0212834569494,316.7,grain,1.0,-1.0,-1.0,-21.0,1.0,-1.0,-20.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,1,-1,1.0,-1,1,-1,1,1,1,-1,1,0.0,0,0.0,1,-1,1,2022.14124476,2022.14124476,2022.14124476,-2022.14124476,2022.14124476,-2022.14124476,-2022.14124476,2022.14124476,2022.14124476,-2022.14124476,2022.14124476,-2022.14124476,2022.14124476,2022.14124476,-2022.14124476,2022.14124476,2022.14124476,-2022.14124476,2022.14124476,-2022.14124476,2022.14124476,2022.14124476,2022.14124476,2022.14124476,-2022.14124476,2022.14124476,0.0,0.0,0.0,2022.14124476,-2022.14124476
SMI,SWU6,8316.0,76.15,0.00192771084337,1.0,1.0,-1.0,1.0,1.0,10.0,2016-08-24,785.213446071,3.0,1.0,1.0,85749.6391008,0.00192771084337,8316.0,index,1.0,1.0,1.0,10.0,-1.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,-1,-1,1,0.0,0,-1.0,1,1,-1,495.90152733,495.90152733,-495.90152733,495.90152733,495.90152733,-495.90152733,495.90152733,-495.90152733,495.90152733,495.90152733,-495.90152733,495.90152733,-495.90152733,-495.90152733,495.90152733,-495.90152733,495.90152733,-495.90152733,-495.90152733,-495.90152733,-495.90152733,-495.90152733,-495.90152733,-495.90152733,-495.90152733,495.90152733,0.0,0.0,-495.90152733,495.90152733,495.90152733
SSG,SSU6,319.4,3.583128341,-0.000938379730998,-1.0,1.0,-1.0,1.0,-1.0,33.0,2016-07-21,534.795274776,4.0,1.0,1.0,47671.641791,-0.000938379730998,319.4,index,1.0,-1.0,-1.0,33.0,1.0,-1.0,32.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,-1,-1,-1.0,0,-1.0,-1,1,-1,-178.9364096,178.9364096,-178.9364096,178.9364096,-178.9364096,178.9364096,178.9364096,-178.9364096,178.9364096,-178.9364096,178.9364096,-178.9364096,178.9364096,178.9364096,178.9364096,-178.9364096,178.9364096,-178.9364096,178.9364096,178.9364096,178.9364096,178.9364096,-178.9364096,178.9364096,178.9364096,178.9364096,178.9364096,-0.0,178.9364096,178.9364096,-178.9364096
STW,TWU6,346.2,4.0671608925,0.0119847997662,1.0,1.0,-1.0,1.0,1.0,-2.0,2016-08-11,406.71608925,5.0,1.0,1.0,34620.0,0.0119847997662,346.2,index,1.0,1.0,1.0,-2.0,1.0,1.0,-1.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1,2074.56883952,2074.56883952,2074.56883952,-2074.56883952,2074.56883952,-2074.56883952,2074.56883952,-2074.56883952,-2074.56883952,2074.56883952,-2074.56883952,2074.56883952,-2074.56883952,-2074.56883952,2074.56883952,-2074.56883952,-2074.56883952,2074.56883952,2074.56883952,-2074.56883952,-2074.56883952,-2074.56883952,2074.56883952,-2074.56883952,-2074.56883952,-2074.56883952,-2074.56883952,-2074.56883952,-2074.56883952,-2074.56883952,2074.56883952
SXE,EXU6,3091.0,38.65,0.00684039087948,1.0,1.0,-1.0,1.0,1.0,25.0,2016-08-03,434.46465,5.0,1.0,1.0,34745.931,0.00684039087948,3091.0,index,1.0,1.0,1.0,25.0,-1.0,1.0,24.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,-1,-1,1,0.0,0,-1.0,1,1,-1,1188.37874756,1188.37874756,-1188.37874756,1188.37874756,1188.37874756,-1188.37874756,1188.37874756,-1188.37874756,1188.37874756,1188.37874756,-1188.37874756,1188.37874756,-1188.37874756,-1188.37874756,1188.37874756,-1188.37874756,1188.37874756,-1188.37874756,-1188.37874756,-1188.37874756,-1188.37874756,-1188.37874756,-1188.37874756,-1188.37874756,-1188.37874756,1188.37874756,0.0,0.0,-1188.37874756,1188.37874756,1188.37874756
TF,@TFSU6,1260.4,12.175,0.00558480931865,1.0,1.0,-1.0,1.0,-1.0,24.0,2016-08-04,1217.5,2.0,1.0,1.0,126040.0,0.00558480931865,1260.4,index,1.0,1.0,-1.0,24.0,1.0,1.0,23.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1,1407.81873305,1407.81873305,1407.81873305,-1407.81873305,1407.81873305,-1407.81873305,1407.81873305,-1407.81873305,-1407.81873305,1407.81873305,-1407.81873305,1407.81873305,-1407.81873305,-1407.81873305,1407.81873305,-1407.81873305,1407.81873305,-1407.81873305,1407.81873305,-1407.81873305,-1407.81873305,-1407.81873305,-1407.81873305,-1407.81873305,-1407.81873305,-1407.81873305,-1407.81873305,-1407.81873305,-1407.81873305,-1407.81873305,1407.81873305
TU,@TUZ6,109.2421875,0.1038455695,-7.15102974829e-05,-1.0,-1.0,-1.0,-1.0,1.0,-45.0,2016-07-05,207.691139,10.0,2.0,2.0,218484.375,-7.15102974829e-05,109.2421875,rates,-1.0,1.0,1.0,-45.0,1.0,1.0,-44.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,1,-1,1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,0.0,-1,1,-1,-156.238826516,156.238826516,-156.238826516,156.238826516,156.238826516,-156.238826516,-156.238826516,156.238826516,156.238826516,156.238826516,156.238826516,156.238826516,-156.238826516,-156.238826516,-156.238826516,156.238826516,156.238826516,-156.238826516,-156.238826516,156.238826516,156.238826516,156.238826516,-156.238826516,156.238826516,156.238826516,156.238826516,156.238826516,156.238826516,-0.0,156.238826516,-156.238826516
TY,@TYZ6,131.359375,0.5557073545,0.0,1.0,1.0,-1.0,1.0,1.0,-45.0,2016-07-05,555.7073545,4.0,1.0,1.0,131359.375,0.0,131.359375,rates,-1.0,1.0,1.0,-45.0,1.0,1.0,-44.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,0.0,-1,1,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
US,@USZ6,170.71875,1.4862146395,0.000366233290606,1.0,1.0,-1.0,1.0,1.0,-42.0,2016-07-08,1486.2146395,2.0,1.0,1.0,170718.75,0.000366233290606,170.71875,rates,-1.0,1.0,1.0,-42.0,1.0,1.0,-41.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,0.0,-1,1,-1,125.045779161,125.045779161,125.045779161,-125.045779161,-125.045779161,125.045779161,125.045779161,-125.045779161,-125.045779161,125.045779161,-125.045779161,125.045779161,-125.045779161,-125.045779161,125.045779161,-125.045779161,-125.045779161,125.045779161,125.045779161,-125.045779161,-125.045779161,-125.045779161,125.045779161,-125.045779161,-125.045779161,-125.045779161,-125.045779161,-125.045779161,0.0,-125.045779161,125.045779161
VX,@VXU6,13.225,0.5771757425,-0.011214953271,-1.0,-1.0,1.0,-1.0,-1.0,-32.0,2016-07-22,577.1757425,4.0,1.0,1.0,13225.0,-0.011214953271,13.225,index,-1.0,-1.0,-1.0,-32.0,-1.0,-1.0,-31.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1,1.0,1,-1,1,-593.271028037,593.271028037,593.271028037,-593.271028037,593.271028037,-593.271028037,593.271028037,-593.271028037,-593.271028037,593.271028037,-593.271028037,593.271028037,-593.271028037,-593.271028037,593.271028037,-593.271028037,-593.271028037,593.271028037,593.271028037,-593.271028037,-593.271028037,-593.271028037,593.271028037,-593.271028037,-593.271028037,-593.271028037,-593.271028037,-593.271028037,-593.271028037,-593.271028037,593.271028037
W,@WZ6,402.75,9.4,0.0106649937265,1.0,1.0,1.0,1.0,-1.0,-12.0,2016-08-19,470.0,5.0,1.0,1.0,20137.5,0.0106649937265,402.75,grain,1.0,1.0,-1.0,-12.0,-1.0,1.0,-11.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1.0,0,0.0,1,1,0,1073.83155583,1073.83155583,-1073.83155583,1073.83155583,1073.83155583,-1073.83155583,1073.83155583,-1073.83155583,1073.83155583,1073.83155583,1073.83155583,1073.83155583,-1073.83155583,-1073.83155583,1073.83155583,-1073.83155583,-1073.83155583,1073.83155583,-1073.83155583,1073.83155583,-1073.83155583,0.0,-1073.83155583,1073.83155583,1073.83155583,1073.83155583,1073.83155583,0.0,0.0,1073.83155583,1073.83155583
YA,APU6,5414.0,51.15,0.000554426168915,1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2016-09-01,981.184875,3.0,1.0,1.0,103854.055,0.000554426168915,5414.0,index,1.0,-1.0,-1.0,-4.0,-1.0,-1.0,19.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,-1,1,0.0,1,-1.0,1,-1,1,172.73821752,172.73821752,-172.73821752,172.73821752,172.73821752,-172.73821752,-172.73821752,172.73821752,172.73821752,-172.73821752,-172.73821752,-172.73821752,172.73821752,172.73821752,-172.73821752,172.73821752,-172.73821752,172.73821752,-172.73821752,172.73821752,172.73821752,172.73821752,172.73821752,172.73821752,-172.73821752,172.73821752,0.0,172.73821752,-172.73821752,172.73821752,-172.73821752
YB,HBSZ6,98.31,0.022,0.000101729399797,1.0,-1.0,-1.0,-1.0,-1.0,-6.0,2016-08-30,40.51344,50.0,7.0,7.0,181039.8312,0.000101729399797,98.31,rates,-1.0,1.0,-1.0,-6.0,-1.0,-1.0,-5.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,1,-1,1,1,1,1,1.0,-1,-1,-1,1,-1,1,1,-1,1.0,1,0.0,1,-1,-1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
YM,@YMU6,18514.0,115.65,-0.000485882416455,-1.0,-1.0,-1.0,-1.0,1.0,23.0,2016-08-04,578.25,4.0,1.0,1.0,92570.0,-0.000485882416455,18514.0,index,1.0,1.0,1.0,23.0,1.0,1.0,22.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,1,1,-1,-179.912541165,179.912541165,-179.912541165,179.912541165,-179.912541165,179.912541165,-179.912541165,179.912541165,179.912541165,179.912541165,179.912541165,179.912541165,-179.912541165,-179.912541165,-179.912541165,179.912541165,-179.912541165,179.912541165,-179.912541165,179.912541165,179.912541165,179.912541165,-179.912541165,179.912541165,179.912541165,179.912541165,179.912541165,179.912541165,179.912541165,-179.912541165,-179.912541165
YT2,HTSU6,98.59,0.037,0.000304383116883,1.0,-1.0,1.0,-1.0,-1.0,-26.0,2016-08-02,79.49228,26.0,4.0,4.0,211814.6996,0.000304383116883,98.59,rates,-1.0,1.0,-1.0,-26.0,-1.0,-1.0,53.0,1.0,1.0,26.0,1.0,1.0,26.0,1.0,1.0,26.0,-1.0,1.0,26.0,-1.0,1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1,1.0,1,-1,1,1676.29328011,1676.29328011,-1676.29328011,1676.29328011,-1676.29328011,1676.29328011,1676.29328011,-1676.29328011,1676.29328011,-1676.29328011,1676.29328011,-1676.29328011,1676.29328011,1676.29328011,-1676.29328011,1676.29328011,-1676.29328011,1676.29328011,-1676.29328011,1676.29328011,1676.29328011,1676.29328011,1676.29328011,1676.29328011,1676.29328011,1676.29328011,1676.29328011,1676.29328011,1676.29328011,1676.29328011,-1676.29328011
YT3,HXSU6,98.16,0.05425,0.00076464291176,1.0,1.0,-1.0,1.0,-1.0,54.0,2016-06-23,333.0082,7.0,1.0,1.0,602545.344,0.00076464291176,98.16,rates,-1.0,1.0,-1.0,54.0,-1.0,-1.0,53.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,1.0,1.0,7.0,1.0,1,-1,-1,-1,1,1,-1.0,1,-1,1,1,-1,1,1,-1,1.0,1,0.0,-1,-1,0,3225.12418413,3225.12418413,-3225.12418413,3225.12418413,-3225.12418413,3225.12418413,3225.12418413,-3225.12418413,-3225.12418413,3225.12418413,-3225.12418413,3225.12418413,-3225.12418413,-3225.12418413,-3225.12418413,3225.12418413,-3225.12418413,3225.12418413,-3225.12418413,3225.12418413,3225.12418413,0.0,-3225.12418413,3225.12418413,3225.12418413,-3225.12418413,3225.12418413,3225.12418413,0.0,-3225.12418413,-3225.12418413
