2016-10-24 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2016-10-24 00:00:00,Close2016-10-24 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-24 00:00:00,LastSRUN,SRUN2016-10-24 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-21 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-21 00:00:00,0.5SIG2016-10-20 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-21 00:00:00,0.75SIG2016-10-20 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-21 00:00:00,1SIG2016-10-20 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
OJ,@OJF7,205.1,6.419235295,0.0324691668764,1.0,-1.0,1.0,-1.0,1.0,5.0,2016-10-14,962.88529425,1.0,1.0,1.0,30765.0,1.0,0.0324691668764,205.1,soft,1.0,1.0,2016-10-14,1.0,1.0,6.0,6.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,0,0.0,-1,998.913918953,998.913918953,998.913918953,-998.913918953,998.913918953,-998.913918953,998.913918953,-998.913918953,-998.913918953,-998.913918953,998.913918953,-998.913918953,998.913918953,998.913918953,-998.913918953,998.913918953,-998.913918953,998.913918953,-998.913918953,998.913918953,-998.913918953,-998.913918953,0.0,0.0,-998.913918953,998.913918953,998.913918953,-998.913918953,0.0,0.0,-998.913918953,0.0,998.913918953,-998.913918953
PA,QPAZ6,630.75,16.485,0.0161095449054,1.0,-1.0,1.0,-1.0,1.0,-15.0,2016-09-30,1648.5,1.0,1.0,1.0,63075.0,1.0,0.0161095449054,630.75,metal,1.0,1.0,2016-09-30,1.0,1.0,-16.0,-16.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,-1,1,-1.0,1,1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,1.0,-1,1,1.0,1,1016.10954491,1016.10954491,-1016.10954491,1016.10954491,1016.10954491,-1016.10954491,1016.10954491,-1016.10954491,1016.10954491,-1016.10954491,1016.10954491,-1016.10954491,1016.10954491,1016.10954491,-1016.10954491,1016.10954491,-1016.10954491,-1016.10954491,1016.10954491,1016.10954491,1016.10954491,1016.10954491,1016.10954491,1016.10954491,1016.10954491,1016.10954491,1016.10954491,1016.10954491,1016.10954491,1016.10954491,-1016.10954491,-1016.10954491,1016.10954491,-1016.10954491
PL,QPLF7,939.1,18.43,0.00729378955272,1.0,1.0,1.0,-1.0,1.0,-15.0,2016-09-30,921.5,1.0,1.0,1.0,46955.0,1.0,0.00729378955272,939.1,metal,-1.0,1.0,2016-09-30,1.0,1.0,-16.0,-16.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,-1.0,,0,1,-1,1,-1,-1,-1,1,-1.0,1,1,1,-1,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,0,0.0,0,342.479888448,342.479888448,-342.479888448,342.479888448,-342.479888448,342.479888448,342.479888448,-342.479888448,0.0,342.479888448,342.479888448,-342.479888448,342.479888448,-342.479888448,-342.479888448,342.479888448,-342.479888448,-342.479888448,342.479888448,342.479888448,342.479888448,-342.479888448,0.0,0.0,0.0,-342.479888448,-342.479888448,-342.479888448,0.0,-342.479888448,-342.479888448,-342.479888448,-342.479888448,-342.479888448
RB,QRBZ6,1.4892,0.03710726,-0.015209628356,-1.0,-1.0,1.0,-1.0,-1.0,-35.0,2016-09-01,1558.50492,1.0,1.0,1.0,62546.4,1.0,-0.015209628356,1.4892,energy,1.0,1.0,2016-09-01,-1.0,-1.0,-36.0,-36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,1,-1,1.0,-1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,-1.0,1,1,0.0,1,-951.307499008,951.307499008,-951.307499008,951.307499008,-951.307499008,951.307499008,-951.307499008,951.307499008,-951.307499008,951.307499008,-951.307499008,951.307499008,-951.307499008,-951.307499008,951.307499008,951.307499008,-951.307499008,-951.307499008,951.307499008,-951.307499008,951.307499008,-951.307499008,-951.307499008,-0.0,-951.307499008,-951.307499008,-951.307499008,-951.307499008,-951.307499008,-951.307499008,951.307499008,-951.307499008,951.307499008,-951.307499008
RR,@RRX6,9.85,0.201,-0.0427599611273,-1.0,-1.0,-1.0,-1.0,-1.0,-8.0,2016-10-11,402.0,2.0,1.0,1.0,19700.0,1.0,-0.0427599611273,9.85,grain,1.0,-1.0,2016-10-18,-1.0,-1.0,4.0,4.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,0,-1,1,1,1,1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1,0,0.0,0,-1684.74246842,1684.74246842,1684.74246842,-1684.74246842,-1684.74246842,1684.74246842,1684.74246842,-1684.74246842,-0.0,1684.74246842,1684.74246842,1684.74246842,-1684.74246842,-1684.74246842,-1684.74246842,1684.74246842,-1684.74246842,-1684.74246842,1684.74246842,1684.74246842,1684.74246842,-1684.74246842,-0.0,-0.0,-0.0,-1684.74246842,-1684.74246842,-1684.74246842,-1684.74246842,-1684.74246842,-1684.74246842,-0.0,-1684.74246842,-1684.74246842
RS,@RSF7,514.1,5.616617207,0.0132045723295,1.0,-1.0,-1.0,1.0,1.0,13.0,2016-10-03,84.4350151383,11.0,3.0,3.0,7728.50270595,1.3304,0.0132045723295,514.1,grain,1.0,-1.0,2016-10-03,1.0,1.0,14.0,14.0,1.0,-1.0,1.0,11.0,-1.0,1.0,11.0,-1.0,,1.0,11.0,-1.0,,2.0,11.0,1.0,,0,-1,1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,0,0.0,-1,1122.56730278,1122.56730278,1122.56730278,-1122.56730278,1122.56730278,-1122.56730278,-1122.56730278,1122.56730278,-1122.56730278,-1122.56730278,-1122.56730278,1122.56730278,-1122.56730278,1122.56730278,1122.56730278,1122.56730278,-1122.56730278,1122.56730278,-1122.56730278,1122.56730278,-1122.56730278,-1122.56730278,0.0,0.0,-1122.56730278,1122.56730278,1122.56730278,-1122.56730278,-1122.56730278,0.0,1122.56730278,0.0,1122.56730278,-1122.56730278
S,@SF7,1002.25,15.8772775955,0.00915564598005,1.0,-1.0,-1.0,-1.0,1.0,14.0,2016-10-03,793.863879775,1.0,1.0,1.0,50112.5,1.0,0.00915564598005,1002.25,grain,1.0,-1.0,2016-10-03,1.0,1.0,15.0,15.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,0,-1,1,1,1,1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,0,0.0,-1,458.812309175,458.812309175,458.812309175,-458.812309175,458.812309175,-458.812309175,-458.812309175,458.812309175,-458.812309175,-458.812309175,-458.812309175,-458.812309175,458.812309175,458.812309175,458.812309175,458.812309175,-458.812309175,458.812309175,-458.812309175,458.812309175,-458.812309175,-458.812309175,0.0,0.0,-458.812309175,458.812309175,458.812309175,-458.812309175,-458.812309175,0.0,-458.812309175,0.0,458.812309175,-458.812309175
SB,@SBH7,23.2,0.5975,0.0215763980625,1.0,-1.0,-1.0,-1.0,-1.0,21.0,2016-09-22,669.2,1.0,1.0,1.0,25984.0,1.0,0.0215763980625,23.2,soft,1.0,1.0,2016-09-22,-1.0,-1.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,0,-1,-1,1,1,1,1,-1,-1.0,1,1,-1,1,1,1,1.0,0.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,560.641127257,560.641127257,560.641127257,-560.641127257,560.641127257,-560.641127257,560.641127257,-560.641127257,560.641127257,-560.641127257,-560.641127257,-560.641127257,560.641127257,560.641127257,560.641127257,-560.641127257,560.641127257,-560.641127257,560.641127257,560.641127257,-560.641127257,560.641127257,560.641127257,560.641127257,560.641127257,560.641127257,560.641127257,560.641127257,0.0,560.641127257,-560.641127257,560.641127257,560.641127257,560.641127257
SF,@SFZ6,1.009,0.007625,0.000297412511153,1.0,1.0,1.0,1.0,-1.0,-16.0,2016-09-29,953.125,1.0,1.0,1.0,126125.0,1.0,0.000297412511153,1.009,currency,1.0,1.0,2016-09-29,-1.0,-1.0,-17.0,-17.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,-1,1,1,1.0,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,37.5111529692,37.5111529692,-37.5111529692,37.5111529692,37.5111529692,-37.5111529692,37.5111529692,-37.5111529692,0.0,37.5111529692,37.5111529692,37.5111529692,-37.5111529692,-37.5111529692,-37.5111529692,-37.5111529692,37.5111529692,37.5111529692,-37.5111529692,-37.5111529692,37.5111529692,37.5111529692,37.5111529692,0.0,0.0,37.5111529692,37.5111529692,37.5111529692,37.5111529692,37.5111529692,37.5111529692,37.5111529692,-37.5111529692,-37.5111529692
SI,QSIZ6,1760.4,40.775,0.00634539530098,1.0,-1.0,1.0,-1.0,-1.0,20.0,2016-09-23,2038.75,1.0,1.0,1.0,88020.0,1.0,0.00634539530098,1760.4,metal,-1.0,1.0,2016-09-23,-1.0,-1.0,21.0,21.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,0,1,-1,1,1,-1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,0.0,1,558.521694392,558.521694392,-558.521694392,558.521694392,-558.521694392,558.521694392,558.521694392,-558.521694392,558.521694392,-558.521694392,558.521694392,-558.521694392,558.521694392,558.521694392,-558.521694392,-558.521694392,558.521694392,-558.521694392,558.521694392,-558.521694392,558.521694392,558.521694392,558.521694392,0.0,558.521694392,558.521694392,558.521694392,558.521694392,558.521694392,558.521694392,-558.521694392,-558.521694392,-558.521694392,558.521694392
SIN,INV6,8722.0,103.075,0.00224073542086,1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2016-10-17,206.15,4.0,2.0,2.0,17444.0,1.0,0.00224073542086,8722.0,index,1.0,1.0,2016-10-17,-1.0,-1.0,-5.0,-5.0,-1.0,0.0,1.0,4.0,0.0,1.0,4.0,-1.0,,2.0,4.0,-1.0,,2.0,4.0,-1.0,,0,-1,-1,1,1,1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1,0,0.0,0,156.349554726,156.349554726,-156.349554726,156.349554726,156.349554726,-156.349554726,156.349554726,-156.349554726,0.0,-156.349554726,-156.349554726,-156.349554726,156.349554726,156.349554726,156.349554726,-156.349554726,156.349554726,156.349554726,-156.349554726,-156.349554726,-156.349554726,156.349554726,0.0,0.0,0.0,156.349554726,156.349554726,156.349554726,156.349554726,156.349554726,156.349554726,0.0,156.349554726,156.349554726
SJB,BBZ6,151.76,0.1405,-6.58891744088e-05,-1.0,-1.0,-1.0,-1.0,1.0,-17.0,2016-09-28,134.823913252,7.0,2.0,2.0,145629.018328,104.21,-6.58891744088e-05,151.76,rates,-1.0,1.0,2016-09-28,1.0,1.0,18.0,18.0,-1.0,1.0,1.0,7.0,1.0,1.0,7.0,-1.0,,1.0,7.0,-1.0,,1.0,7.0,-1.0,,0,1,-1,1,1,1,-1,1,-1.0,1,1,1,1,-1,1,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1,1,1.0,1,-67.1676305133,67.1676305133,67.1676305133,-67.1676305133,67.1676305133,-67.1676305133,-67.1676305133,67.1676305133,-67.1676305133,67.1676305133,67.1676305133,67.1676305133,-67.1676305133,-67.1676305133,-67.1676305133,-67.1676305133,67.1676305133,67.1676305133,-67.1676305133,-67.1676305133,-67.1676305133,-67.1676305133,-67.1676305133,-67.1676305133,-67.1676305133,67.1676305133,-67.1676305133,67.1676305133,67.1676305133,-0.0,67.1676305133,67.1676305133,-67.1676305133,-67.1676305133
SM,@SMZ6,307.3,6.005,0.0026101141925,1.0,-1.0,1.0,-1.0,1.0,-13.0,2016-10-04,600.5,1.0,1.0,1.0,30730.0,1.0,0.0026101141925,307.3,grain,1.0,-1.0,2016-10-04,1.0,1.0,-14.0,-14.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,0,-1,1,1,1,-1,-1,-1,-1.0,1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,80.2088091354,80.2088091354,80.2088091354,-80.2088091354,80.2088091354,-80.2088091354,-80.2088091354,80.2088091354,0.0,-80.2088091354,80.2088091354,-80.2088091354,80.2088091354,80.2088091354,-80.2088091354,80.2088091354,-80.2088091354,-80.2088091354,80.2088091354,80.2088091354,80.2088091354,-80.2088091354,80.2088091354,80.2088091354,0.0,80.2088091354,80.2088091354,-80.2088091354,0.0,0.0,-80.2088091354,0.0,80.2088091354,-80.2088091354
SMI,SWZ6,7984.0,95.5,-0.00473697332336,-1.0,-1.0,-1.0,-1.0,1.0,-21.0,2016-09-22,960.957939223,1.0,1.0,1.0,80338.0961964,0.9938,-0.00473697332336,7984.0,index,1.0,1.0,2016-09-22,1.0,1.0,-22.0,-22.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,1.0,0.0,1.0,-1.0,-1.0,1.0,-1,1,1.0,1,-380.559418532,380.559418532,380.559418532,-380.559418532,-380.559418532,380.559418532,-380.559418532,380.559418532,-380.559418532,380.559418532,380.559418532,380.559418532,-380.559418532,-380.559418532,-380.559418532,-380.559418532,380.559418532,380.559418532,-380.559418532,-380.559418532,-380.559418532,-380.559418532,-380.559418532,-380.559418532,-380.559418532,-380.559418532,-380.559418532,-380.559418532,-0.0,-380.559418532,380.559418532,380.559418532,-380.559418532,380.559418532
SSG,SSV6,314.0,3.4675,0.0122501611863,1.0,1.0,-1.0,1.0,1.0,10.0,2016-10-07,497.739180363,2.0,1.0,1.0,45072.8486327,1.3933,0.0122501611863,314.0,index,1.0,-1.0,2016-10-07,1.0,1.0,11.0,11.0,-1.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,0,-1,1,-1,-1,1,-1,1,1.0,-1,-1,-1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,1.0,-1,-1,-1.0,-1,1104.29932176,1104.29932176,-1104.29932176,1104.29932176,1104.29932176,-1104.29932176,-1104.29932176,1104.29932176,-1104.29932176,1104.29932176,-1104.29932176,1104.29932176,-1104.29932176,-1104.29932176,1104.29932176,1104.29932176,-1104.29932176,1104.29932176,-1104.29932176,-1104.29932176,-1104.29932176,-1104.29932176,-1104.29932176,-1104.29932176,-1104.29932176,-1104.29932176,1104.29932176,1104.29932176,0.0,0.0,1104.29932176,0.0,1104.29932176,-1104.29932176
STW,TWV6,351.0,4.12,0.00400457665904,1.0,-1.0,-1.0,-1.0,1.0,-2.0,2016-09-30,412.0,2.0,1.0,1.0,35100.0,1.0,0.00400457665904,351.0,index,1.0,1.0,2016-09-30,1.0,1.0,-3.0,-3.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,0,-1,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,1.0,0.0,1.0,-1.0,-1.0,1.0,-1,1,1.0,1,281.121281465,281.121281465,-281.121281465,281.121281465,281.121281465,-281.121281465,281.121281465,-281.121281465,281.121281465,-281.121281465,-281.121281465,-281.121281465,281.121281465,281.121281465,281.121281465,281.121281465,-281.121281465,-281.121281465,281.121281465,281.121281465,281.121281465,281.121281465,281.121281465,281.121281465,281.121281465,281.121281465,281.121281465,281.121281465,0.0,281.121281465,-281.121281465,-281.121281465,281.121281465,-281.121281465
SXE,EXZ6,3088.0,43.7,0.00684708183893,1.0,-1.0,-1.0,-1.0,1.0,10.0,2016-10-07,475.4123,2.0,1.0,1.0,33594.352,0.919202132549,0.00684708183893,3088.0,index,1.0,1.0,2016-10-07,1.0,1.0,11.0,11.0,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,0,0.0,-1,460.04655494,460.04655494,460.04655494,-460.04655494,460.04655494,-460.04655494,460.04655494,-460.04655494,-460.04655494,-460.04655494,-460.04655494,-460.04655494,460.04655494,460.04655494,460.04655494,460.04655494,-460.04655494,460.04655494,-460.04655494,460.04655494,-460.04655494,-460.04655494,0.0,0.0,-460.04655494,460.04655494,460.04655494,-460.04655494,-460.04655494,0.0,-460.04655494,0.0,460.04655494,-460.04655494
TF,@TFSZ6,1223.8,16.345,0.0060835251562,1.0,1.0,1.0,1.0,1.0,-8.0,2016-10-11,1634.5,1.0,1.0,1.0,122380.0,1.0,0.0060835251562,1223.8,index,1.0,1.0,2016-10-11,1.0,1.0,-9.0,-9.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,0,0.0,-1,744.501808616,744.501808616,-744.501808616,744.501808616,744.501808616,-744.501808616,744.501808616,-744.501808616,-744.501808616,744.501808616,744.501808616,744.501808616,-744.501808616,-744.501808616,-744.501808616,744.501808616,-744.501808616,-744.501808616,744.501808616,-744.501808616,744.501808616,-744.501808616,0.0,0.0,-744.501808616,-744.501808616,744.501808616,744.501808616,744.501808616,0.0,744.501808616,0.0,744.501808616,-744.501808616
TU,@TUZ6,109.0703125,0.071875,-0.000214838155256,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,2016-09-30,143.75,6.0,2.0,2.0,218140.625,1.0,-0.000214838155256,109.0703125,rates,-1.0,1.0,2016-09-30,-1.0,-1.0,16.0,16.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,-1.0,,1.0,6.0,-1.0,,1.0,6.0,-1.0,,0,1,-1,1,1,1,1,-1,-1.0,1,1,-1,1,1,-1,-1.0,-1.0,0.0,-1.0,0.0,-1.0,1,0,0.0,1,-281.189576769,281.189576769,-281.189576769,281.189576769,281.189576769,-281.189576769,-281.189576769,281.189576769,-281.189576769,281.189576769,281.189576769,281.189576769,-281.189576769,-281.189576769,-281.189576769,281.189576769,-281.189576769,281.189576769,-281.189576769,-281.189576769,281.189576769,-281.189576769,-0.0,-0.0,-281.189576769,-281.189576769,281.189576769,281.189576769,281.189576769,-0.0,281.189576769,-0.0,281.189576769,-281.189576769
TY,@TYZ6,130.171875,0.41171875,-0.00131862862623,-1.0,-1.0,-1.0,1.0,-1.0,13.0,2016-10-04,411.71875,2.0,1.0,1.0,130171.875,1.0,-0.00131862862623,130.171875,rates,-1.0,1.0,2016-10-04,-1.0,-1.0,14.0,14.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,2.0,2.0,1.0,,0,1,-1,-1,1,1,1,-1,-1.0,1,-1,-1,1,1,-1,-1.0,-1.0,0.0,-1.0,0.0,-1.0,1,-1,-1.0,0,-343.29672141,343.29672141,-343.29672141,343.29672141,343.29672141,-343.29672141,-343.29672141,343.29672141,-0.0,343.29672141,343.29672141,-343.29672141,343.29672141,-343.29672141,-343.29672141,343.29672141,-343.29672141,343.29672141,-343.29672141,343.29672141,343.29672141,-343.29672141,343.29672141,343.29672141,-0.0,-343.29672141,343.29672141,343.29672141,343.29672141,-0.0,343.29672141,-0.0,343.29672141,-343.29672141
US,@USZ6,164.3125,1.315625,-0.00303375047402,-1.0,-1.0,-1.0,-1.0,1.0,-6.0,2016-10-13,1315.625,1.0,1.0,1.0,164312.5,1.0,-0.00303375047402,164.3125,rates,-1.0,1.0,2016-10-13,1.0,1.0,-7.0,-7.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,0,1,-1,1,1,1,-1,-1,-1.0,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1,0.0,0,-498.483124763,498.483124763,-498.483124763,498.483124763,498.483124763,-498.483124763,-498.483124763,498.483124763,-0.0,498.483124763,498.483124763,498.483124763,-498.483124763,-498.483124763,-498.483124763,-498.483124763,498.483124763,498.483124763,-498.483124763,-498.483124763,498.483124763,498.483124763,498.483124763,-0.0,-0.0,498.483124763,498.483124763,498.483124763,498.483124763,498.483124763,498.483124763,498.483124763,-498.483124763,-498.483124763
VX,@VXX6,14.925,0.8578795875,-0.0417335473515,-1.0,1.0,1.0,1.0,-1.0,9.0,2016-10-10,857.8795875,1.0,1.0,1.0,14925.0,1.0,-0.0417335473515,14.925,index,-1.0,-1.0,2016-10-13,-1.0,-1.0,7.0,7.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,1,1,-1,-1,-1,1,1,-1.0,1,-1,1,1,-1,-1,1.0,1.0,0.0,1.0,0.0,-1.0,1,0,0.0,1,-622.873194222,622.873194222,622.873194222,-622.873194222,622.873194222,-622.873194222,622.873194222,-622.873194222,-622.873194222,-622.873194222,-622.873194222,-622.873194222,622.873194222,622.873194222,622.873194222,622.873194222,-622.873194222,622.873194222,-622.873194222,622.873194222,-622.873194222,-622.873194222,-0.0,-0.0,-622.873194222,622.873194222,622.873194222,-622.873194222,-622.873194222,-0.0,-622.873194222,-0.0,622.873194222,-622.873194222
W,@WZ6,402.5,10.4375,-0.0289505428227,-1.0,1.0,-1.0,1.0,-1.0,24.0,2016-09-19,521.875,1.0,1.0,1.0,20125.0,1.0,-0.0289505428227,402.5,grain,1.0,1.0,2016-10-17,-1.0,-1.0,-5.0,-5.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,-1,-1,-1,-1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1.0,0,-582.629674306,582.629674306,582.629674306,-582.629674306,-582.629674306,582.629674306,-582.629674306,582.629674306,-0.0,-582.629674306,582.629674306,-582.629674306,582.629674306,582.629674306,-582.629674306,582.629674306,-582.629674306,582.629674306,-582.629674306,582.629674306,-582.629674306,-582.629674306,-582.629674306,-582.629674306,-0.0,-582.629674306,-582.629674306,-582.629674306,-582.629674306,-582.629674306,-582.629674306,-582.629674306,-582.629674306,582.629674306
YA,APZ6,5392.0,51.75,-0.00203590597816,-1.0,-1.0,-1.0,-1.0,1.0,-13.0,2016-10-04,984.54375,1.0,1.0,1.0,102582.8,1.31406044678,-0.00203590597816,5392.0,index,1.0,-1.0,2016-10-07,1.0,1.0,11.0,11.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,1.0,0.0,1.0,-1.0,-1.0,1.0,-1,1,1.0,1,-208.848935776,208.848935776,208.848935776,-208.848935776,-208.848935776,208.848935776,208.848935776,-208.848935776,-208.848935776,208.848935776,208.848935776,208.848935776,-208.848935776,-208.848935776,-208.848935776,-208.848935776,208.848935776,208.848935776,-208.848935776,-208.848935776,-208.848935776,-208.848935776,-208.848935776,-208.848935776,-208.848935776,-208.848935776,-208.848935776,-208.848935776,-0.0,-208.848935776,208.848935776,208.848935776,-208.848935776,208.848935776
YB,HBSM7,98.28,0.033502341,0.0,1.0,-1.0,-1.0,-1.0,-1.0,38.0,2016-08-30,61.1886756024,16.0,5.0,5.0,179498.592,1.31406044678,0.0,98.28,rates,-1.0,1.0,2016-08-30,-1.0,-1.0,39.0,39.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,1,-1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,0.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
YM,@YMZ6,18134.0,170.95,0.0037639765305,1.0,-1.0,1.0,-1.0,1.0,-21.0,2016-09-22,854.75,1.0,1.0,1.0,90670.0,1.0,0.0037639765305,18134.0,index,1.0,1.0,2016-09-22,1.0,1.0,22.0,22.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,0,-1,-1,1,1,-1,-1,1,-1.0,1,1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,1.0,-1,1,1.0,1,341.27975202,341.27975202,-341.27975202,341.27975202,341.27975202,-341.27975202,341.27975202,-341.27975202,341.27975202,-341.27975202,341.27975202,-341.27975202,341.27975202,341.27975202,-341.27975202,341.27975202,-341.27975202,-341.27975202,341.27975202,341.27975202,341.27975202,341.27975202,341.27975202,341.27975202,341.27975202,341.27975202,341.27975202,341.27975202,341.27975202,341.27975202,-341.27975202,-341.27975202,341.27975202,-341.27975202
