2016-09-16 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-16 00:00:00,Close2016-09-16 00:00:00,group,RiskOn,Excess,PC2016-09-15 00:00:00,Close2016-09-15 00:00:00,PC2016-09-14 00:00:00,Close2016-09-14 00:00:00,SEA2016-09-16 00:00:00,SRUN2016-09-16 00:00:00,SEA2016-09-15 00:00:00,SRUN2016-09-15 00:00:00,SEA2016-09-14 00:00:00,SRUN2016-09-14 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-15 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-15 00:00:00,0.5SIG2016-09-14 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-15 00:00:00,0.75SIG2016-09-14 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-15 00:00:00,1SIG2016-09-14 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
PA,QPAZ6,672.4,18.9836328465,0.024063356686,1.0,-1.0,1.0,-1.0,-1.0,26.0,2016-08-10,1898.36328465,2.0,1.0,1.0,67240.0,0.024063356686,672.4,metal,1.0,1.0,,,,,-1.0,26.0,,,,,1.0,-1.0,25.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,1,-1,-1.0,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1.0,0,1,1,3236.04020713,3236.04020713,3236.04020713,-3236.04020713,3236.04020713,-3236.04020713,3236.04020713,-3236.04020713,3236.04020713,-3236.04020713,3236.04020713,-3236.04020713,3236.04020713,3236.04020713,-3236.04020713,3236.04020713,-3236.04020713,3236.04020713,3236.04020713,3236.04020713,3236.04020713,3236.04020713,3236.04020713,3236.04020713,3236.04020713,3236.04020713,3236.04020713,3236.04020713,3236.04020713,3236.04020713,3236.04020713,0.0,3236.04020713
PL,QPLV6,1017.6,22.44,-0.015670342426,-1.0,-1.0,1.0,-1.0,-1.0,26.0,2016-08-10,1122.0,2.0,1.0,1.0,50880.0,-0.015670342426,1017.6,metal,-1.0,1.0,,,,,-1.0,26.0,,,,,-1.0,-1.0,25.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1.0,1,1,1.0,1,1,1,-1594.61404527,1594.61404527,1594.61404527,-1594.61404527,1594.61404527,-1594.61404527,-1594.61404527,1594.61404527,-1594.61404527,1594.61404527,-1594.61404527,1594.61404527,-1594.61404527,-1594.61404527,1594.61404527,-1594.61404527,1594.61404527,-1594.61404527,1594.61404527,-1594.61404527,-1594.61404527,-1594.61404527,-1594.61404527,-1594.61404527,-1594.61404527,-1594.61404527,-1594.61404527,-1594.61404527,-1594.61404527,-1594.61404527,-1594.61404527,-1594.61404527,-1594.61404527
RB,QRBX6,1.3839,0.04718297,0.00391730141458,1.0,-1.0,1.0,-1.0,-1.0,10.0,2016-09-01,1981.68474,2.0,1.0,1.0,58123.8,0.00391730141458,1.3839,energy,1.0,1.0,,,,,-1.0,10.0,,,,,1.0,-1.0,-9.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,1,1.0,1.0,1,1,1.0,0,1,1,455.376887922,455.376887922,455.376887922,-455.376887922,455.376887922,-455.376887922,455.376887922,-455.376887922,455.376887922,-455.376887922,455.376887922,-455.376887922,455.376887922,455.376887922,-455.376887922,455.376887922,455.376887922,-455.376887922,455.376887922,-455.376887922,455.376887922,455.376887922,455.376887922,455.376887922,455.376887922,455.376887922,455.376887922,455.376887922,455.376887922,455.376887922,455.376887922,0.0,455.376887922
RR,@RRX6,9.815,0.26175,0.00255362614913,1.0,-1.0,1.0,-1.0,1.0,-18.0,2016-08-22,523.5,4.0,1.0,1.0,19630.0,0.00255362614913,9.815,grain,1.0,-1.0,,,,,1.0,-18.0,,,,,-1.0,1.0,-17.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,1,1,0.0,1.0,1,1,-1.0,0,-1,1,200.51072523,200.51072523,-200.51072523,200.51072523,200.51072523,-200.51072523,-200.51072523,200.51072523,200.51072523,-200.51072523,200.51072523,-200.51072523,200.51072523,200.51072523,200.51072523,-200.51072523,-200.51072523,200.51072523,200.51072523,200.51072523,200.51072523,200.51072523,200.51072523,200.51072523,200.51072523,200.51072523,0.0,200.51072523,200.51072523,200.51072523,-200.51072523,0.0,-200.51072523
RS,@RSX6,457.0,7.19,0.00285275400483,1.0,1.0,1.0,1.0,-1.0,-17.0,2016-08-23,108.799273663,19.0,3.0,3.0,6915.3363093,0.00285275400483,457.0,grain,1.0,-1.0,,,,,-1.0,-17.0,,,,,-1.0,-1.0,-16.0,1.0,1.0,19.0,1.0,1.0,19.0,1.0,,2.0,19.0,1.0,,2.0,19.0,1.0,,-1,1,-1,-1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1.0,-1,1,-1.0,-1,-1,1,374.827313671,374.827313671,-374.827313671,374.827313671,374.827313671,-374.827313671,-374.827313671,374.827313671,374.827313671,374.827313671,374.827313671,374.827313671,-374.827313671,-374.827313671,-374.827313671,374.827313671,374.827313671,-374.827313671,-374.827313671,374.827313671,374.827313671,374.827313671,-374.827313671,374.827313671,374.827313671,374.827313671,374.827313671,374.827313671,-374.827313671,374.827313671,-374.827313671,-374.827313671,-374.827313671
S,@SX6,966.0,16.9875,0.0163072067333,1.0,1.0,1.0,1.0,-1.0,-21.0,2016-08-17,849.375,3.0,1.0,1.0,48300.0,0.0163072067333,966.0,grain,1.0,-1.0,,,,,-1.0,-21.0,,,,,1.0,-1.0,-20.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,1,1,0.0,1.0,-1,-1,0.0,-1,-1,-1,2362.91425565,2362.91425565,2362.91425565,-2362.91425565,2362.91425565,-2362.91425565,-2362.91425565,2362.91425565,2362.91425565,2362.91425565,2362.91425565,2362.91425565,-2362.91425565,-2362.91425565,-2362.91425565,2362.91425565,2362.91425565,-2362.91425565,-2362.91425565,-2362.91425565,-2362.91425565,-2362.91425565,-2362.91425565,2362.91425565,2362.91425565,2362.91425565,0.0,2362.91425565,-2362.91425565,-2362.91425565,0.0,-2362.91425565,-2362.91425565
SB,@SBH7,22.47,0.5915074115,0.0619092627599,1.0,1.0,1.0,1.0,-1.0,16.0,2016-08-24,662.48830088,4.0,1.0,1.0,25166.4,0.0619092627599,22.47,soft,1.0,1.0,,,,,-1.0,16.0,,,,,1.0,-1.0,15.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,1.0,4.0,1.0,,1.0,4.0,1.0,,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,1,1,1,1.0,1.0,1,-1,0.0,-1,-1,0,6232.13308129,6232.13308129,6232.13308129,-6232.13308129,6232.13308129,-6232.13308129,6232.13308129,-6232.13308129,6232.13308129,6232.13308129,6232.13308129,6232.13308129,-6232.13308129,-6232.13308129,-6232.13308129,6232.13308129,-6232.13308129,6232.13308129,-6232.13308129,6232.13308129,-6232.13308129,0.0,6232.13308129,6232.13308129,6232.13308129,6232.13308129,6232.13308129,6232.13308129,6232.13308129,-6232.13308129,0.0,-6232.13308129,-6232.13308129
SF,@SFZ6,1.0244,0.0076100725,-0.00957169099874,-1.0,-1.0,-1.0,1.0,1.0,-20.0,2016-08-18,951.2590625,3.0,1.0,1.0,128050.0,-0.00957169099874,1.0244,currency,1.0,1.0,,,,,1.0,-20.0,,,,,1.0,1.0,-19.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,1.0,3.0,1.0,,-1,-1,-1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,1,1,0.0,0,-1,-1,-3676.96509717,3676.96509717,-3676.96509717,3676.96509717,-3676.96509717,3676.96509717,-3676.96509717,3676.96509717,3676.96509717,3676.96509717,3676.96509717,-3676.96509717,3676.96509717,-3676.96509717,-3676.96509717,3676.96509717,3676.96509717,-3676.96509717,-3676.96509717,3676.96509717,3676.96509717,3676.96509717,-3676.96509717,3676.96509717,3676.96509717,3676.96509717,3676.96509717,3676.96509717,-3676.96509717,-3676.96509717,-0.0,-0.0,3676.96509717
SI,QSIZ6,1886.2,44.617936529,-0.00940076676645,-1.0,-1.0,-1.0,-1.0,1.0,-8.0,2016-09-06,2230.89682645,1.0,1.0,1.0,94310.0,-0.00940076676645,1886.2,metal,-1.0,1.0,,,,,1.0,-8.0,,,,,-1.0,1.0,-7.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,2.0,1.0,-1.0,,1,-1,1,1,-1,1,-1.0,1,1,1,1,1,-1,-1,-1,0.0,-1.0,1,1,0.0,1,1,1,-886.586313744,886.586313744,886.586313744,-886.586313744,886.586313744,-886.586313744,-886.586313744,886.586313744,886.586313744,886.586313744,886.586313744,886.586313744,-886.586313744,-886.586313744,-886.586313744,886.586313744,886.586313744,-886.586313744,-886.586313744,-886.586313744,-886.586313744,-886.586313744,-886.586313744,886.586313744,886.586313744,886.586313744,-0.0,886.586313744,-886.586313744,-886.586313744,-0.0,-886.586313744,-886.586313744
SIN,INU6,8808.0,86.225,0.00347479350612,1.0,1.0,1.0,1.0,-1.0,29.0,2016-08-08,172.45,12.0,2.0,2.0,17616.0,0.00347479350612,8808.0,index,1.0,1.0,,,,,-1.0,29.0,,,,,1.0,-1.0,28.0,1.0,1.0,12.0,1.0,1.0,12.0,1.0,,1.0,12.0,1.0,,1.0,12.0,1.0,,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,1,1,1,1.0,1.0,1,-1,0.0,-1,-1,0,734.543548846,734.543548846,734.543548846,-734.543548846,734.543548846,-734.543548846,734.543548846,-734.543548846,734.543548846,734.543548846,734.543548846,734.543548846,-734.543548846,-734.543548846,-734.543548846,734.543548846,-734.543548846,734.543548846,-734.543548846,734.543548846,-734.543548846,0.0,734.543548846,734.543548846,734.543548846,734.543548846,734.543548846,734.543548846,734.543548846,-734.543548846,0.0,-734.543548846,-734.543548846
SJB,BBZ6,151.79,0.2721746405,0.000263591433278,1.0,-1.0,-1.0,-1.0,-1.0,-37.0,2016-07-27,266.133412047,8.0,1.0,1.0,148420.846778,0.000263591433278,151.79,rates,-1.0,1.0,,,,,-1.0,-37.0,,,,,1.0,-1.0,-36.0,-1.0,1.0,8.0,-1.0,1.0,8.0,-1.0,,1.0,8.0,-1.0,,1.0,8.0,-1.0,,1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,0.0,-1.0,1,-1,1.0,1,1,0,312.979709845,312.979709845,312.979709845,-312.979709845,-312.979709845,312.979709845,312.979709845,-312.979709845,-312.979709845,-312.979709845,-312.979709845,-312.979709845,312.979709845,312.979709845,-312.979709845,312.979709845,312.979709845,-312.979709845,312.979709845,-312.979709845,312.979709845,0.0,312.979709845,-312.979709845,-312.979709845,-312.979709845,0.0,-312.979709845,312.979709845,-312.979709845,312.979709845,312.979709845,312.979709845
SM,@SMZ6,312.8,6.345,0.0182291666667,1.0,-1.0,1.0,-1.0,-1.0,-28.0,2016-08-08,634.5,4.0,1.0,1.0,31280.0,0.0182291666667,312.8,grain,1.0,-1.0,,,,,-1.0,-28.0,,,,,1.0,-1.0,-27.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,-1,1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,1,0.0,1.0,1,1,1.0,0,1,1,2280.83333333,2280.83333333,2280.83333333,-2280.83333333,2280.83333333,-2280.83333333,-2280.83333333,2280.83333333,2280.83333333,-2280.83333333,2280.83333333,-2280.83333333,2280.83333333,2280.83333333,-2280.83333333,2280.83333333,2280.83333333,-2280.83333333,2280.83333333,-2280.83333333,2280.83333333,2280.83333333,2280.83333333,2280.83333333,2280.83333333,2280.83333333,0.0,2280.83333333,2280.83333333,2280.83333333,2280.83333333,0.0,2280.83333333
SMI,SWZ6,8104.0,82.606451614,-0.0054000981836,-1.0,1.0,1.0,1.0,1.0,17.0,2016-08-24,842.57906583,3.0,1.0,1.0,82660.1387189,-0.0054000981836,8104.0,index,1.0,1.0,,,,,1.0,17.0,,,,,1.0,1.0,16.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,1,1,0.0,0.0,-1,-1,-1.0,-1,-1,0,-1339.11859486,1339.11859486,-1339.11859486,1339.11859486,-1339.11859486,1339.11859486,-1339.11859486,1339.11859486,-0.0,-1339.11859486,-1339.11859486,-1339.11859486,1339.11859486,1339.11859486,-1339.11859486,1339.11859486,-1339.11859486,1339.11859486,-1339.11859486,1339.11859486,1339.11859486,-0.0,1339.11859486,1339.11859486,-1339.11859486,-1339.11859486,-0.0,-0.0,1339.11859486,1339.11859486,1339.11859486,1339.11859486,1339.11859486
SSG,SSU6,311.4,4.1651508965,0.0100551410963,1.0,-1.0,-1.0,1.0,-1.0,40.0,2016-07-21,621.66431291,4.0,1.0,1.0,46477.6119403,0.0100551410963,311.4,index,1.0,-1.0,,,,,-1.0,40.0,,,,,-1.0,-1.0,39.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,,2.0,4.0,-1.0,,1.0,4.0,1.0,,-1,1,-1,1,1,1,-1.0,1,-1,1,1,-1,1,1,1,0.0,1.0,-1,1,0.0,0,1,1,1869.35578352,1869.35578352,-1869.35578352,1869.35578352,1869.35578352,-1869.35578352,-1869.35578352,1869.35578352,1869.35578352,-1869.35578352,-1869.35578352,1869.35578352,-1869.35578352,1869.35578352,-1869.35578352,1869.35578352,-1869.35578352,1869.35578352,-1869.35578352,1869.35578352,1869.35578352,1869.35578352,-1869.35578352,1869.35578352,1869.35578352,1869.35578352,0.0,1869.35578352,-1869.35578352,1869.35578352,0.0,0.0,1869.35578352
STW,TWU6,329.8,4.640860247,,-1.0,-1.0,-1.0,-1.0,-1.0,-5.0,2016-09-07,464.0860247,5.0,1.0,1.0,32980.0,,,index,1.0,1.0,,,-0.00542822677925,329.8,,,,,-1.0,-5.0,-1.0,-1.0,-5.0,1.0,1.0,5.0,1.0,1.0,5.0,,-1.0,2.0,5.0,,-1.0,2.0,5.0,,-1.0,-1,-1,1,1,1,1,1.0,-1,-1,-1,1,-1,1,1,1,1.0,1.0,-1,1,0.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXE,EXZ6,2917.0,45.608806724,-0.014527027027,-1.0,1.0,-1.0,1.0,1.0,21.0,2016-08-18,508.85745662,4.0,1.0,1.0,32544.969,-0.014527027027,2917.0,index,1.0,1.0,,,,,1.0,21.0,,,,,1.0,1.0,20.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,,1.0,4.0,1.0,,1.0,4.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1891.12657703,1891.12657703,-1891.12657703,1891.12657703,-1891.12657703,1891.12657703,-1891.12657703,1891.12657703,1891.12657703,-1891.12657703,1891.12657703,-1891.12657703,1891.12657703,1891.12657703,-1891.12657703,1891.12657703,-1891.12657703,1891.12657703,-1891.12657703,1891.12657703,1891.12657703,1891.12657703,1891.12657703,1891.12657703,1891.12657703,1891.12657703,1891.12657703,1891.12657703,1891.12657703,1891.12657703,1891.12657703,1891.12657703,1891.12657703
TF,@TFSZ6,1220.7,16.350065134,-0.000818531554391,-1.0,1.0,1.0,1.0,-1.0,31.0,2016-08-04,1635.0065134,2.0,1.0,1.0,122070.0,-0.000818531554391,1220.7,index,1.0,1.0,,,,,-1.0,31.0,,,,,1.0,-1.0,30.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,1,1,1,1.0,1.0,1,-1,0.0,-1,-1,0,-199.836293689,199.836293689,-199.836293689,199.836293689,-199.836293689,199.836293689,-199.836293689,199.836293689,-199.836293689,-199.836293689,-199.836293689,-199.836293689,199.836293689,199.836293689,199.836293689,-199.836293689,199.836293689,-199.836293689,199.836293689,-199.836293689,199.836293689,-0.0,-199.836293689,-199.836293689,-199.836293689,-199.836293689,-199.836293689,-199.836293689,-199.836293689,199.836293689,-0.0,199.836293689,199.836293689
TU,@TUZ6,109.1484375,0.1015386975,-0.000858184938854,-1.0,1.0,1.0,1.0,1.0,-52.0,2016-07-05,203.077395,10.0,2.0,2.0,218296.875,-0.000858184938854,109.1484375,rates,-1.0,1.0,,,,,1.0,-52.0,,,,,1.0,1.0,-51.0,-1.0,1.0,10.0,-1.0,2.0,10.0,1.0,,2.0,10.0,1.0,,2.0,10.0,1.0,,1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,0.0,-1.0,1,-1,0.0,0,-1,0,-1873.39090324,1873.39090324,-1873.39090324,1873.39090324,1873.39090324,-1873.39090324,-1873.39090324,1873.39090324,1873.39090324,-1873.39090324,-1873.39090324,-1873.39090324,1873.39090324,1873.39090324,-1873.39090324,1873.39090324,1873.39090324,-1873.39090324,-1873.39090324,-1873.39090324,1873.39090324,-0.0,-1873.39090324,1873.39090324,1873.39090324,1873.39090324,-0.0,1873.39090324,-1873.39090324,1873.39090324,-0.0,-0.0,1873.39090324
TY,@TYZ6,130.40625,0.557371479,-0.000359324469996,-1.0,-1.0,1.0,-1.0,1.0,-52.0,2016-07-05,557.371479,4.0,1.0,1.0,130406.25,-0.000359324469996,130.40625,rates,-1.0,1.0,,,,,1.0,-52.0,,,,,1.0,1.0,-51.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,0.0,-1.0,1,-1,1.0,1,1,0,-187.432626662,187.432626662,-187.432626662,187.432626662,187.432626662,-187.432626662,-187.432626662,187.432626662,187.432626662,187.432626662,-187.432626662,187.432626662,-187.432626662,-187.432626662,-187.432626662,187.432626662,187.432626662,-187.432626662,-187.432626662,-187.432626662,187.432626662,-0.0,-187.432626662,187.432626662,187.432626662,187.432626662,-0.0,187.432626662,-187.432626662,187.432626662,-187.432626662,-187.432626662,-187.432626662
US,@USZ6,165.65625,1.603470643,0.00151143019082,1.0,1.0,1.0,1.0,-1.0,-49.0,2016-07-08,1603.470643,2.0,1.0,1.0,165656.25,0.00151143019082,165.65625,rates,-1.0,1.0,,,,,-1.0,-49.0,,,,,-1.0,1.0,-48.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,-1,1,1.0,0.0,-1,-1,-1.0,0,-1,0,500.755715095,500.755715095,-500.755715095,500.755715095,-500.755715095,500.755715095,500.755715095,-500.755715095,0.0,500.755715095,500.755715095,500.755715095,-500.755715095,-500.755715095,500.755715095,-500.755715095,-500.755715095,500.755715095,-500.755715095,500.755715095,-500.755715095,0.0,-500.755715095,500.755715095,-500.755715095,500.755715095,500.755715095,0.0,-500.755715095,-500.755715095,-500.755715095,0.0,-500.755715095
VX,@VXV6,17.525,1.0774345985,-0.0384087791495,-1.0,1.0,-1.0,1.0,-1.0,7.0,2016-09-07,1077.4345985,2.0,1.0,1.0,17525.0,-0.0384087791495,17.525,index,-1.0,-1.0,,,,,-1.0,7.0,,,,,-1.0,-1.0,6.0,0.0,1.0,2.0,0.0,2.0,2.0,-1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,1,1,-1,-1,1,1,-1.0,1,-1,1,1,-1,1,-1,-1,0.0,0.0,-1,-1,0.0,0,1,0,-1346.22770919,1346.22770919,1346.22770919,-1346.22770919,1346.22770919,-1346.22770919,1346.22770919,-1346.22770919,-0.0,-1346.22770919,1346.22770919,-1346.22770919,1346.22770919,1346.22770919,1346.22770919,-1346.22770919,1346.22770919,-1346.22770919,1346.22770919,-1346.22770919,-1346.22770919,-0.0,1346.22770919,-1346.22770919,1346.22770919,1346.22770919,-0.0,-0.0,1346.22770919,1346.22770919,-0.0,-0.0,-1346.22770919
W,@WZ6,403.25,9.325,0.00938673341677,1.0,-1.0,-1.0,1.0,1.0,11.0,2016-08-31,466.25,5.0,1.0,1.0,20162.5,0.00938673341677,403.25,grain,1.0,1.0,,,,,1.0,11.0,,,,,-1.0,1.0,10.0,0.0,1.0,5.0,0.0,2.0,5.0,-1.0,,2.0,5.0,-1.0,,1.0,5.0,1.0,,-1,-1,-1,1,-1,1,1.0,-1,-1,-1,1,-1,-1,-1,1,0.0,0.0,-1,1,-1.0,0,-1,0,946.300062578,946.300062578,-946.300062578,946.300062578,946.300062578,-946.300062578,946.300062578,-946.300062578,0.0,-946.300062578,-946.300062578,946.300062578,-946.300062578,946.300062578,946.300062578,-946.300062578,946.300062578,-946.300062578,-946.300062578,-946.300062578,946.300062578,0.0,-946.300062578,-946.300062578,-946.300062578,946.300062578,0.0,0.0,-946.300062578,946.300062578,-946.300062578,0.0,-946.300062578
YA,APZ6,5275.0,64.1704864435,0.00879709313444,1.0,-1.0,-1.0,-1.0,-1.0,11.0,2016-09-01,1202.0736373,2.0,1.0,1.0,98813.9375,0.00879709313444,5275.0,index,1.0,-1.0,,,,,-1.0,11.0,,,,,1.0,-1.0,10.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,-1,1,1,1,1,-1,-1.0,1,1,-1,1,1,-1,1,-1,-1.0,0.0,1,1,1.0,0,1,0,1738.55082234,1738.55082234,1738.55082234,-1738.55082234,1738.55082234,-1738.55082234,-1738.55082234,1738.55082234,0.0,-1738.55082234,-1738.55082234,-1738.55082234,1738.55082234,1738.55082234,-1738.55082234,1738.55082234,-1738.55082234,1738.55082234,1738.55082234,-1738.55082234,1738.55082234,0.0,1738.55082234,-1738.55082234,1738.55082234,-1738.55082234,-1738.55082234,0.0,1738.55082234,1738.55082234,1738.55082234,0.0,1738.55082234
YB,HBSZ6,98.28,0.0215,0.000101760455887,1.0,-1.0,-1.0,-1.0,-1.0,-13.0,2016-08-30,38.66388,52.0,7.0,7.0,176738.8896,0.000101760455887,98.28,rates,-1.0,1.0,,,,,-1.0,-13.0,,,,,-1.0,-1.0,-12.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,1,-1,1,1,1,1,1.0,-1,-1,-1,1,-1,1,-1,-1,1.0,0.0,-1,1,1.0,1,1,-1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
YM,@YMZ6,18053.0,173.441507713,-0.00342257797405,-1.0,1.0,-1.0,1.0,-1.0,30.0,2016-08-04,867.207538567,3.0,1.0,1.0,90265.0,-0.00342257797405,18053.0,index,1.0,1.0,,,,,-1.0,30.0,,,,,1.0,-1.0,29.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,1,-1,0.0,0.0,-1,-1,0.0,-1,-1,-1,-926.817002484,926.817002484,-926.817002484,926.817002484,-926.817002484,926.817002484,-926.817002484,926.817002484,-0.0,-926.817002484,926.817002484,-926.817002484,926.817002484,926.817002484,926.817002484,-926.817002484,926.817002484,-926.817002484,926.817002484,926.817002484,926.817002484,926.817002484,-926.817002484,926.817002484,-926.817002484,926.817002484,-0.0,-0.0,926.817002484,926.817002484,-0.0,926.817002484,926.817002484
YT2,HTSZ6,98.44,0.0482734335,0.000203210729526,1.0,-1.0,-1.0,-1.0,-1.0,61.0,2016-08-02,101.27959442,20.0,3.0,3.0,206531.0576,0.000203210729526,98.44,rates,-1.0,1.0,,,,,-1.0,61.0,,,,,-1.0,-1.0,60.0,0.0,1.0,20.0,0.0,1.0,20.0,-1.0,,2.0,20.0,-1.0,,2.0,20.0,-1.0,,1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,-1,-1,1.0,0.0,1,1,1.0,1,1,0,839.386537695,839.386537695,-839.386537695,839.386537695,-839.386537695,839.386537695,839.386537695,-839.386537695,0.0,-839.386537695,-839.386537695,-839.386537695,839.386537695,839.386537695,-839.386537695,839.386537695,-839.386537695,839.386537695,-839.386537695,839.386537695,839.386537695,0.0,839.386537695,839.386537695,-839.386537695,-839.386537695,839.386537695,0.0,839.386537695,839.386537695,839.386537695,839.386537695,839.386537695
YT3,HXSZ6,97.885,0.0631323495,2.5540827012e-05,1.0,1.0,1.0,-1.0,-1.0,10.0,2016-09-02,378.440555843,6.0,1.0,1.0,586761.844,2.5540827012e-05,97.885,rates,-1.0,1.0,,,,,-1.0,10.0,,,,,-1.0,-1.0,-32.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,,1.0,6.0,1.0,,2.0,6.0,-1.0,,1,-1,1,-1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1.0,-1,-1,0.0,0,1,1,89.9182965291,89.9182965291,-89.9182965291,89.9182965291,-89.9182965291,89.9182965291,89.9182965291,-89.9182965291,89.9182965291,89.9182965291,89.9182965291,-89.9182965291,89.9182965291,-89.9182965291,-89.9182965291,89.9182965291,89.9182965291,-89.9182965291,-89.9182965291,89.9182965291,89.9182965291,89.9182965291,-89.9182965291,89.9182965291,89.9182965291,89.9182965291,89.9182965291,89.9182965291,-89.9182965291,-89.9182965291,0.0,0.0,89.9182965291
