2017-10-03 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-10-03 00:00:00,Close2017-10-03 00:00:00,group,RiskOn,Custom,PC2017-10-02 00:00:00,Close2017-10-02 00:00:00,PC2017-09-29 00:00:00,Close2017-09-29 00:00:00,vSTART,LastSEA,SEA2017-10-03 00:00:00,LastSRUN,SRUN2017-10-03 00:00:00,SEA2017-10-02 00:00:00,SRUN2017-10-02 00:00:00,SEA2017-09-29 00:00:00,SRUN2017-09-29 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-10-02 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-10-02 00:00:00,0.5SIG2017-09-29 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-10-02 00:00:00,0.75SIG2017-09-29 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-10-02 00:00:00,1SIG2017-09-29 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
PA,QPAZ7,916.9,19.01,0.00614506748601,1.0,1.0,-1.0,1.0,1.0,20.0,2017-09-01,1901.0,1.0,1.0,1.0,91690.0,1.0,0.00614506748601,916.9,metal,1.0,1.0,,,,,2017-09-01,1.0,1.0,21.0,21.0,,,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,563.441237792,563.441237792,-563.441237792,563.441237792,563.441237792,-563.441237792,563.441237792,-563.441237792,563.441237792,563.441237792,-563.441237792,563.441237792,-563.441237792,-563.441237792,563.441237792,563.441237792,563.441237792,-563.441237792,563.441237792,-563.441237792,-563.441237792,563.441237792,-563.441237792,0.0,-563.441237792,-563.441237792,-563.441237792,563.441237792,563.441237792,0.0,0.0,563.441237792,0.0,0.0,-563.441237792
PL,QPLF8,915.5,14.9970855415,-0.00120008727907,-1.0,1.0,1.0,-1.0,1.0,17.0,2017-09-07,749.854277075,1.0,1.0,1.0,45775.0,1.0,-0.00120008727907,915.5,metal,-1.0,1.0,,,,,2017-09-07,1.0,1.0,18.0,18.0,,,,,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,-1.0,,0,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-54.9339951997,54.9339951997,-54.9339951997,54.9339951997,54.9339951997,-54.9339951997,-54.9339951997,54.9339951997,54.9339951997,-54.9339951997,-54.9339951997,54.9339951997,-54.9339951997,54.9339951997,54.9339951997,-54.9339951997,-54.9339951997,54.9339951997,54.9339951997,-54.9339951997,-54.9339951997,54.9339951997,54.9339951997,54.9339951997,-0.0,54.9339951997,54.9339951997,54.9339951997,54.9339951997,54.9339951997,54.9339951997,54.9339951997,-0.0,-54.9339951997,54.9339951997
RB,QRBX7,1.5655,0.0355512815,0.00655822027905,1.0,1.0,1.0,1.0,-1.0,19.0,2017-09-05,1493.153823,1.0,1.0,1.0,65751.0,1.0,0.00655822027905,1.5655,energy,1.0,1.0,,,,,2017-09-05,-1.0,-1.0,20.0,20.0,,,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,431.209541568,431.209541568,-431.209541568,431.209541568,431.209541568,-431.209541568,431.209541568,-431.209541568,431.209541568,431.209541568,431.209541568,431.209541568,-431.209541568,-431.209541568,-431.209541568,-431.209541568,-431.209541568,431.209541568,431.209541568,-431.209541568,-431.209541568,431.209541568,431.209541568,431.209541568,0.0,0.0,431.209541568,431.209541568,431.209541568,431.209541568,431.209541568,431.209541568,431.209541568,-431.209541568,-431.209541568
RR,@RRX7,12.015,0.182,-0.000415973377704,-1.0,1.0,1.0,1.0,1.0,-14.0,2017-09-12,364.0,2.0,1.0,1.0,24030.0,1.0,-0.000415973377704,12.015,grain,1.0,-1.0,,,,,2017-09-12,1.0,1.0,-15.0,-15.0,,,,,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
RS,@RSX7,493.1,4.65,0.00325534079349,1.0,1.0,-1.0,1.0,1.0,-14.0,2017-09-12,74.4774565548,13.0,3.0,3.0,7897.81372628,1.2487,0.00325534079349,493.1,grain,1.0,-1.0,,,,,2017-09-12,1.0,1.0,-15.0,-15.0,,,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
S,@SX7,955.25,12.9875,-0.00208931835989,-1.0,-1.0,-1.0,-1.0,1.0,6.0,2017-09-22,649.375,1.0,1.0,1.0,47762.5,1.0,-0.00208931835989,955.25,grain,1.0,-1.0,,,,,2017-09-22,1.0,1.0,7.0,7.0,,,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,0,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-99.791068164,99.791068164,99.791068164,-99.791068164,-99.791068164,99.791068164,99.791068164,-99.791068164,-99.791068164,99.791068164,99.791068164,99.791068164,-99.791068164,-99.791068164,-99.791068164,-99.791068164,-99.791068164,99.791068164,-99.791068164,99.791068164,-99.791068164,-99.791068164,-99.791068164,-99.791068164,-99.791068164,-99.791068164,99.791068164,-99.791068164,-99.791068164,-0.0,-99.791068164,-99.791068164,99.791068164,-99.791068164,99.791068164
SB,@SBH8,14.04,0.409084793,-0.0188679245283,-1.0,-1.0,-1.0,-1.0,1.0,-6.0,2017-09-22,458.17496816,2.0,1.0,1.0,15724.8,1.0,-0.0188679245283,14.04,soft,1.0,1.0,,,,,2017-09-22,1.0,1.0,-7.0,-7.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
SF,@SFZ7,1.0319,0.008253431,0.000775870429638,1.0,-1.0,1.0,-1.0,-1.0,-16.0,2017-09-08,1031.678875,1.0,1.0,1.0,128987.5,1.0,0.000775870429638,1.0319,currency,1.0,1.0,,,,,2017-09-08,-1.0,-1.0,-17.0,-17.0,,,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,100.077587043,100.077587043,-100.077587043,100.077587043,100.077587043,-100.077587043,100.077587043,-100.077587043,100.077587043,-100.077587043,100.077587043,-100.077587043,100.077587043,100.077587043,-100.077587043,-100.077587043,-100.077587043,100.077587043,100.077587043,-100.077587043,-100.077587043,100.077587043,100.077587043,100.077587043,100.077587043,100.077587043,100.077587043,100.077587043,100.077587043,100.077587043,100.077587043,100.077587043,0.0,0.0,100.077587043
SI,QSIZ7,1665.0,29.045,-0.000240182538729,-1.0,1.0,1.0,1.0,-1.0,-16.0,2017-09-08,1452.25,1.0,1.0,1.0,83250.0,1.0,-0.000240182538729,1665.0,metal,-1.0,1.0,,,,,2017-09-08,-1.0,-1.0,-17.0,-17.0,,,,,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,0.0,1.0,0.0,-1.0,1,1,0.0,1,-19.9951963492,19.9951963492,19.9951963492,-19.9951963492,19.9951963492,-19.9951963492,-19.9951963492,19.9951963492,19.9951963492,-19.9951963492,-19.9951963492,-19.9951963492,19.9951963492,19.9951963492,19.9951963492,19.9951963492,19.9951963492,-19.9951963492,19.9951963492,-19.9951963492,19.9951963492,-19.9951963492,-19.9951963492,-19.9951963492,-0.0,-19.9951963492,-19.9951963492,-19.9951963492,-19.9951963492,-19.9951963492,-0.0,-19.9951963492,-0.0,19.9951963492,-19.9951963492
SIN,INV7,9874.5,102.050455305,0.00350609756098,1.0,-1.0,1.0,-1.0,-1.0,10.0,2017-09-18,204.100910611,4.0,1.0,1.0,19749.0,1.0,0.00350609756098,9874.5,index,1.0,1.0,,,,,2017-09-18,-1.0,-1.0,11.0,11.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
SJB,BBZ7,150.2,0.2085,0.000399627014786,1.0,-1.0,-1.0,-1.0,-1.0,16.0,2017-09-08,184.758529021,5.0,1.0,1.0,133097.031458,112.85,0.000399627014786,150.2,rates,-1.0,1.0,,,,,2017-09-08,-1.0,-1.0,17.0,17.0,,,,,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,1.0,0.0,1.0,-1.0,-1.0,-1.0,1,-1,-1.0,0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
SM,@SMZ7,311.5,5.005,-0.00669642857143,-1.0,-1.0,1.0,-1.0,1.0,-18.0,2017-09-06,500.5,1.0,1.0,1.0,31150.0,1.0,-0.00669642857143,311.5,grain,1.0,-1.0,,,,,2017-09-06,1.0,1.0,-19.0,-19.0,,,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,0,-1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-208.59375,208.59375,208.59375,-208.59375,-208.59375,208.59375,208.59375,-208.59375,-208.59375,208.59375,-208.59375,208.59375,-208.59375,-208.59375,208.59375,-208.59375,-208.59375,208.59375,-208.59375,208.59375,-208.59375,-208.59375,-208.59375,-208.59375,-208.59375,-208.59375,-208.59375,-208.59375,-208.59375,-208.59375,-208.59375,-208.59375,208.59375,-208.59375,208.59375
SMI,SWZ7,9262.0,65.9601281905,0.00575523943968,1.0,1.0,-1.0,1.0,1.0,24.0,2017-08-29,677.556529949,1.0,1.0,1.0,95141.2429379,0.9735,0.00575523943968,9262.0,index,1.0,1.0,,,,,2017-08-29,1.0,1.0,25.0,25.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
SSG,SSV7,361.5,3.388030726,-0.00782214903252,-1.0,1.0,-1.0,1.0,1.0,43.0,2017-09-15,497.581249229,2.0,1.0,1.0,53091.4965487,1.3618,-0.00782214903252,361.5,index,1.0,-1.0,,,,,2017-09-15,1.0,1.0,44.0,44.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
STW,TWV7,390.9,3.727426719,0.00256476019492,1.0,1.0,1.0,1.0,1.0,4.0,2017-09-26,372.7426719,2.0,1.0,1.0,39090.0,1.0,0.00256476019492,390.9,index,1.0,1.0,,,,,2017-09-26,1.0,1.0,-5.0,-5.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
SXE,EXZ7,3596.0,24.2230922545,0.00222965440357,1.0,1.0,-1.0,1.0,-1.0,24.0,2017-08-29,284.572887806,3.0,1.0,1.0,42245.808,0.851208716377,0.00222965440357,3596.0,index,1.0,1.0,,,,,2017-08-29,-1.0,-1.0,25.0,25.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
TF,@TFSZ7,1515.5,12.049033652,0.00337658898305,1.0,1.0,-1.0,1.0,1.0,-14.0,2017-09-12,1204.9033652,1.0,1.0,1.0,151550.0,1.0,0.00337658898305,1515.5,index,1.0,1.0,,,,,2017-09-12,-1.0,-1.0,-15.0,-15.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
TU,@TUZ7,107.8359375,0.07421875,7.24532676424e-05,1.0,-1.0,1.0,-1.0,-1.0,-16.0,2017-09-08,148.4375,6.0,1.0,1.0,215671.875,1.0,7.24532676424e-05,107.8359375,rates,-1.0,1.0,,,,,2017-09-08,-1.0,-1.0,-17.0,-17.0,,,,,-1.0,-1.0,1.0,6.0,-1.0,1.0,6.0,1.0,,2.0,6.0,-1.0,,2.0,6.0,-1.0,,0,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,0.0,1,93.7567924939,93.7567924939,-93.7567924939,93.7567924939,-93.7567924939,93.7567924939,93.7567924939,-93.7567924939,-93.7567924939,-93.7567924939,93.7567924939,-93.7567924939,93.7567924939,93.7567924939,-93.7567924939,-93.7567924939,-93.7567924939,93.7567924939,-93.7567924939,93.7567924939,-93.7567924939,93.7567924939,93.7567924939,93.7567924939,0.0,93.7567924939,93.7567924939,93.7567924939,93.7567924939,93.7567924939,93.7567924939,-93.7567924939,-93.7567924939,-93.7567924939,93.7567924939
TY,@TYZ7,125.328125,0.41875,0.00062375249501,1.0,-1.0,1.0,-1.0,-1.0,-17.0,2017-09-07,418.75,2.0,1.0,1.0,125328.125,1.0,0.00062375249501,125.328125,rates,-1.0,1.0,,,,,2017-09-07,-1.0,-1.0,-18.0,-18.0,,,,,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,0,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,0.0,1,156.347461327,156.347461327,-156.347461327,156.347461327,-156.347461327,156.347461327,156.347461327,-156.347461327,-156.347461327,-156.347461327,156.347461327,-156.347461327,156.347461327,156.347461327,-156.347461327,-156.347461327,-156.347461327,156.347461327,-156.347461327,156.347461327,-156.347461327,156.347461327,156.347461327,156.347461327,0.0,156.347461327,156.347461327,156.347461327,156.347461327,156.347461327,156.347461327,-156.347461327,-156.347461327,-156.347461327,156.347461327
US,@USZ7,152.625,0.978125,-0.000409332787556,-1.0,-1.0,1.0,-1.0,-1.0,-7.0,2017-09-21,978.125,1.0,1.0,1.0,152625.0,1.0,-0.000409332787556,152.625,rates,-1.0,1.0,,,,,2017-09-21,-1.0,-1.0,-8.0,-8.0,,,,,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,0.0,1,-62.4744167008,62.4744167008,62.4744167008,-62.4744167008,62.4744167008,-62.4744167008,-62.4744167008,62.4744167008,62.4744167008,62.4744167008,-62.4744167008,62.4744167008,-62.4744167008,-62.4744167008,62.4744167008,62.4744167008,62.4744167008,-62.4744167008,62.4744167008,-62.4744167008,62.4744167008,-62.4744167008,-62.4744167008,-62.4744167008,-0.0,-62.4744167008,-62.4744167008,-62.4744167008,-62.4744167008,-62.4744167008,-62.4744167008,62.4744167008,62.4744167008,62.4744167008,-62.4744167008
VX,@VXV7,11.375,0.4917236845,0.0,1.0,-1.0,1.0,-1.0,-1.0,-8.0,2017-09-20,491.7236845,2.0,1.0,1.0,11375.0,1.0,0.0,11.375,index,-1.0,-1.0,,,,,2017-09-20,-1.0,-1.0,-9.0,-9.0,,,,,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,0.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
W,@WZ7,448.0,9.1625,0.00730747611017,1.0,1.0,1.0,1.0,1.0,24.0,2017-08-28,458.125,2.0,1.0,1.0,22400.0,1.0,0.00730747611017,448.0,grain,1.0,1.0,,,,,2017-08-28,1.0,1.0,25.0,25.0,,,,,-1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,327.374929736,327.374929736,-327.374929736,327.374929736,327.374929736,-327.374929736,327.374929736,-327.374929736,327.374929736,327.374929736,327.374929736,327.374929736,-327.374929736,-327.374929736,-327.374929736,327.374929736,327.374929736,-327.374929736,327.374929736,-327.374929736,-327.374929736,327.374929736,-327.374929736,0.0,-327.374929736,-327.374929736,327.374929736,327.374929736,327.374929736,327.374929736,0.0,327.374929736,0.0,0.0,-327.374929736
YA,APZ7,5679.0,47.612027972,-0.00577731092437,-1.0,-1.0,-1.0,-1.0,1.0,7.0,2017-09-21,932.719627971,1.0,1.0,1.0,111251.61,1.27616130679,-0.00577731092437,5679.0,index,1.0,-1.0,,,,,2017-09-21,-1.0,-1.0,8.0,8.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
YB,HBSZ7,98.23,0.019,0.000101812258196,1.0,-1.0,1.0,-1.0,-1.0,42.0,2017-08-03,35.73216,27.0,6.0,6.0,184735.2672,1.27616130679,0.000101812258196,98.23,rates,-1.0,1.0,,,,,2017-08-03,-1.0,-1.0,43.0,43.0,,,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1.0,0.0,0.0,-1.0,0.0,0.0,1,0,1.0,1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
YM,@YMZ7,22608.0,105.50597089,0.00448749278002,1.0,1.0,-1.0,1.0,1.0,-10.0,2017-09-18,527.529854452,1.0,1.0,1.0,113040.0,1.0,0.00448749278002,22608.0,index,1.0,1.0,,,,,2017-09-18,1.0,1.0,-11.0,-11.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,507.266183854,507.266183854,507.266183854,-507.266183854,507.266183854,-507.266183854,507.266183854,-507.266183854,507.266183854,507.266183854,-507.266183854,507.266183854,-507.266183854,-507.266183854,507.266183854,507.266183854,507.266183854,-507.266183854,507.266183854,-507.266183854,507.266183854,-507.266183854,-507.266183854,-507.266183854,0.0,-507.266183854,-507.266183854,-507.266183854,-507.266183854,-507.266183854,-507.266183854,507.266183854,507.266183854,507.266183854,-507.266183854
YT2,HTSZ7,97.82,0.050747831,0.000306779834339,1.0,1.0,1.0,-1.0,-1.0,36.0,2017-08-11,111.34480104,8.0,2.0,2.0,214624.9056,1.27616130679,0.000306779834339,97.82,rates,-1.0,1.0,,,,,2017-09-19,-1.0,-1.0,-10.0,-10.0,,,,,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,-1.0,,0,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,0.0,-1.0,0.0,-1.0,1,1,0.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
YT3,HXSZ7,97.13,0.057247143,0.000308959835222,1.0,-1.0,1.0,-1.0,-1.0,16.0,2017-09-08,358.870890038,2.0,1.0,1.0,608888.544,1.27616130679,0.000308959835222,97.13,rates,-1.0,1.0,,,,,2017-09-20,-1.0,-1.0,1.0,1.0,,,,,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,0.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
