2016-08-30 00:00:00,Contract,LastClose,ATR20,PC2016-08-30 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-30 00:00:00,RiskOn,group,SEA2016-08-30 00:00:00,SRUN2016-08-30 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-29 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-29 00:00:00,0.5SIG2016-08-26 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-29 00:00:00,0.75SIG2016-08-26 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-29 00:00:00,1SIG2016-08-26 00:00:00,RiskOff,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9
SM,@SMZ6,308.7,7.375,-0.020311012377,-1.0,-1.0,1.0,-1.0,1.0,-16.0,2016-08-08,737.5,3.0,1.0,1.0,30870.0,308.7,1.0,grain,1.0,-16.0,-1.0,1.0,-15.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,-1881.00285624,1881.00285624,1881.00285624,-1881.00285624,-1881.00285624,1881.00285624,-1881.00285624,1881.00285624,-1881.00285624,1881.00285624,-1881.00285624,-1881.00285624,-1881.00285624,1881.00285624,1881.00285624,-1881.00285624,1881.00285624,-1881.00285624,1881.00285624,1881.00285624,-1881.00285624,-1881.00285624,-1881.00285624,-1881.00285624,-1881.00285624
SMI,SWU6,8241.0,76.15,0.00832007830662,1.0,1.0,1.0,-1.0,1.0,-10.0,2016-08-16,774.03943891,3.0,1.0,1.0,83767.0258183,8241.0,1.0,index,1.0,-10.0,1.0,1.0,-9.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,1.0,3.0,1.0,,2.0,3.0,-1.0,,-1,1,-1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,2090.84464296,2090.84464296,2090.84464296,-2090.84464296,2090.84464296,-2090.84464296,2090.84464296,2090.84464296,2090.84464296,-2090.84464296,2090.84464296,-2090.84464296,2090.84464296,-2090.84464296,-2090.84464296,2090.84464296,-2090.84464296,-2090.84464296,-2090.84464296,-2090.84464296,2090.84464296,-2090.84464296,-2090.84464296,2090.84464296,2090.84464296
SSG,SSU6,311.35,3.4464733515,0.000160565202129,1.0,1.0,1.0,1.0,-1.0,-27.0,2016-07-21,514.399007687,4.0,1.0,1.0,46470.1492537,311.35,1.0,index,-1.0,-27.0,-1.0,1.0,-26.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,1.0,4.0,1.0,,1.0,4.0,1.0,,-1,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,29.8459556317,29.8459556317,-29.8459556317,29.8459556317,29.8459556317,-29.8459556317,29.8459556317,29.8459556317,29.8459556317,29.8459556317,-29.8459556317,-29.8459556317,29.8459556317,-29.8459556317,-29.8459556317,29.8459556317,-29.8459556317,29.8459556317,29.8459556317,29.8459556317,-29.8459556317,29.8459556317,29.8459556317,29.8459556317,29.8459556317
STW,TWU6,337.3,3.850958763,-0.000294464080663,-1.0,-1.0,-1.0,-1.0,1.0,-3.0,2016-08-11,385.0958763,6.0,1.0,1.0,33730.0,337.3,1.0,index,1.0,-3.0,-1.0,1.0,-2.0,1.0,1.0,6.0,1.0,1.0,6.0,-1.0,,1.0,6.0,-1.0,,1.0,6.0,-1.0,,-1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-59.5936406446,59.5936406446,59.5936406446,-59.5936406446,-59.5936406446,59.5936406446,-59.5936406446,59.5936406446,59.5936406446,59.5936406446,-59.5936406446,-59.5936406446,-59.5936406446,59.5936406446,59.5936406446,-59.5936406446,59.5936406446,59.5936406446,59.5936406446,59.5936406446,-59.5936406446,59.5936406446,59.5936406446,-59.5936406446,59.5936406446
SXE,EXU6,3033.0,37.4,0.011,1.0,-1.0,-1.0,-1.0,1.0,-23.0,2016-07-28,416.7482,5.0,1.0,1.0,33796.719,3033.0,1.0,index,1.0,-23.0,-1.0,1.0,-22.0,1.0,1.0,5.0,1.0,2.0,5.0,-1.0,,2.0,5.0,-1.0,,2.0,5.0,-1.0,,-1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1858.819545,1858.819545,-1858.819545,1858.819545,1858.819545,-1858.819545,1858.819545,-1858.819545,-1858.819545,-1858.819545,1858.819545,1858.819545,1858.819545,-1858.819545,-1858.819545,1858.819545,-1858.819545,-1858.819545,-1858.819545,-1858.819545,1858.819545,-1858.819545,-1858.819545,1858.819545,-1858.819545
TF,@TFSU6,1245.9,11.785,0.000964087731984,1.0,1.0,-1.0,1.0,1.0,18.0,2016-08-04,1178.5,2.0,1.0,1.0,124590.0,1245.9,1.0,index,1.0,18.0,1.0,1.0,17.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,240.231381056,240.231381056,240.231381056,-240.231381056,240.231381056,-240.231381056,-240.231381056,240.231381056,-240.231381056,240.231381056,-240.231381056,-240.231381056,240.231381056,-240.231381056,240.231381056,-240.231381056,240.231381056,-240.231381056,-240.231381056,-240.231381056,-240.231381056,-240.231381056,-240.231381056,-240.231381056,-240.231381056
TU,@TUZ6,109.140625,0.0979660795,7.1525596576e-05,1.0,-1.0,1.0,-1.0,1.0,-40.0,2016-07-05,195.932159,11.0,2.0,2.0,218281.25,109.140625,-1.0,rates,1.0,-40.0,1.0,1.0,-39.0,-1.0,1.0,11.0,-1.0,1.0,11.0,1.0,,1.0,11.0,-1.0,,1.0,11.0,-1.0,,1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,171.739662904,171.739662904,171.739662904,-171.739662904,-171.739662904,171.739662904,-171.739662904,-171.739662904,171.739662904,-171.739662904,171.739662904,171.739662904,171.739662904,-171.739662904,-171.739662904,171.739662904,-171.739662904,-171.739662904,-171.739662904,-171.739662904,171.739662904,-171.739662904,171.739662904,-171.739662904,-171.739662904
TY,@TYZ6,130.921875,0.5569378625,-0.000473653040219,-1.0,-1.0,-1.0,-1.0,1.0,-40.0,2016-07-05,556.9378625,4.0,1.0,1.0,130921.875,130.921875,-1.0,rates,1.0,-40.0,1.0,1.0,-39.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-248.0461765,248.0461765,-248.0461765,248.0461765,248.0461765,-248.0461765,248.0461765,248.0461765,248.0461765,248.0461765,-248.0461765,-248.0461765,-248.0461765,248.0461765,248.0461765,-248.0461765,248.0461765,248.0461765,248.0461765,248.0461765,-248.0461765,248.0461765,248.0461765,248.0461765,248.0461765
US,@USZ6,170.3125,1.502946778,-0.00181587072142,-1.0,-1.0,1.0,-1.0,1.0,-37.0,2016-07-08,1502.946778,2.0,1.0,1.0,170312.5,170.3125,-1.0,rates,1.0,-37.0,1.0,1.0,-36.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-618.530964485,618.530964485,-618.530964485,618.530964485,618.530964485,-618.530964485,618.530964485,618.530964485,-618.530964485,618.530964485,-618.530964485,-618.530964485,-618.530964485,618.530964485,618.530964485,-618.530964485,618.530964485,618.530964485,618.530964485,618.530964485,-618.530964485,618.530964485,-618.530964485,618.530964485,618.530964485
VX,@VXU6,14.525,0.6200094065,-0.0102214650767,-1.0,-1.0,1.0,-1.0,-1.0,-27.0,2016-07-22,620.0094065,4.0,1.0,1.0,14525.0,14.525,-1.0,index,-1.0,-27.0,-1.0,1.0,-26.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-593.867120954,593.867120954,593.867120954,-593.867120954,593.867120954,-593.867120954,-593.867120954,593.867120954,-593.867120954,593.867120954,-593.867120954,-593.867120954,-593.867120954,593.867120954,593.867120954,-593.867120954,593.867120954,-593.867120954,593.867120954,593.867120954,-593.867120954,-593.867120954,-593.867120954,-593.867120954,593.867120954
W,@WZ6,392.25,10.466411412,-0.0119647355164,-1.0,-1.0,1.0,-1.0,1.0,-7.0,2016-08-19,523.3205706,4.0,1.0,1.0,19612.5,392.25,1.0,grain,1.0,-7.0,-1.0,1.0,-6.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,2.0,4.0,-1.0,,2.0,4.0,-1.0,,-1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,-938.633501259,938.633501259,938.633501259,-938.633501259,-938.633501259,938.633501259,-938.633501259,938.633501259,-938.633501259,938.633501259,-938.633501259,-938.633501259,-938.633501259,938.633501259,938.633501259,-938.633501259,938.633501259,-938.633501259,938.633501259,938.633501259,-938.633501259,-938.633501259,-938.633501259,-938.633501259,-938.633501259
YA,APU6,5459.0,46.7,0.00146762062007,1.0,1.0,-1.0,1.0,1.0,14.0,2016-08-10,876.559,3.0,1.0,1.0,102465.43,5459.0,1.0,index,1.0,14.0,-1.0,1.0,13.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,451.141133737,451.141133737,-451.141133737,451.141133737,451.141133737,-451.141133737,451.141133737,451.141133737,-451.141133737,451.141133737,-451.141133737,-451.141133737,451.141133737,-451.141133737,451.141133737,-451.141133737,-451.141133737,451.141133737,451.141133737,451.141133737,-451.141133737,-451.141133737,-451.141133737,451.141133737,-451.141133737
YB,HBSZ6,98.34,0.0225,0.000101698362656,1.0,1.0,-1.0,1.0,-1.0,-28.0,2016-07-21,40.5432,50.0,7.0,7.0,177200.8128,98.34,-1.0,rates,-1.0,-28.0,-1.0,-1.0,-27.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,1,-1,-1,1,1,1.0,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
YM,@YMU6,18444.0,110.05,-0.00243387960409,-1.0,-1.0,-1.0,-1.0,1.0,18.0,2016-08-04,550.25,4.0,1.0,1.0,92220.0,18444.0,1.0,index,1.0,18.0,1.0,1.0,17.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,-1,1,1,-1,-1,1.0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-897.809508356,897.809508356,-897.809508356,897.809508356,-897.809508356,897.809508356,897.809508356,897.809508356,897.809508356,897.809508356,-897.809508356,-897.809508356,-897.809508356,897.809508356,-897.809508356,897.809508356,897.809508356,897.809508356,897.809508356,897.809508356,-897.809508356,897.809508356,897.809508356,897.809508356,897.809508356
YT2,HTSU6,98.61,0.04,0.000202860330662,1.0,-1.0,1.0,-1.0,-1.0,-20.0,2016-08-02,84.0896,24.0,3.0,3.0,207301.8864,98.61,-1.0,rates,-1.0,-20.0,-1.0,-1.0,47.0,1.0,1.0,24.0,1.0,1.0,24.0,1.0,,1.0,24.0,-1.0,,1.0,24.0,-1.0,,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1009.27990133,1009.27990133,-1009.27990133,1009.27990133,-1009.27990133,1009.27990133,1009.27990133,-1009.27990133,1009.27990133,-1009.27990133,1009.27990133,1009.27990133,-1009.27990133,1009.27990133,-1009.27990133,1009.27990133,-1009.27990133,1009.27990133,1009.27990133,1009.27990133,1009.27990133,1009.27990133,1009.27990133,1009.27990133,1009.27990133
YT3,HXSU6,98.15,0.061,0.000407705636531,1.0,1.0,-1.0,1.0,1.0,48.0,2016-06-23,366.3904,6.0,1.0,1.0,589528.16,98.15,-1.0,rates,1.0,48.0,-1.0,1.0,47.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,,1.0,6.0,1.0,,1.0,6.0,1.0,,1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,1442.12372235,1442.12372235,-1442.12372235,1442.12372235,-1442.12372235,1442.12372235,-1442.12372235,1442.12372235,-1442.12372235,1442.12372235,-1442.12372235,-1442.12372235,1442.12372235,-1442.12372235,1442.12372235,-1442.12372235,-1442.12372235,1442.12372235,1442.12372235,1442.12372235,-1442.12372235,-1442.12372235,1442.12372235,-1442.12372235,-1442.12372235
