permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,balance,margin_available,openprice
570,Paper,Paper,2.0,USD,IDEALPRO,570.0,,,1.0,111.512,20000.0,-10000.0,10.936,SLD,USD,JPY,20160318 13:20:59 EST,,8840.07386,5613914.88934,111.365
571,Paper,Paper,2.0,USD,IDEALPRO,571.0,,,1.0,125.719,20000.0,10000.0,-17.84,BOT,EUR,JPY,20160318 13:21:10 EST,,8822.23386,5624978.16134,125.539
572,Paper,Paper,2.0,USD,IDEALPRO,572.0,,,1.0,1.12746,20000.0,10000.0,-3.7,BOT,EUR,USD,20160318 13:22:15 EST,,8818.53386,5636252.76134,1.12729
573,Paper,Paper,2.0,USD,IDEALPRO,573.0,,,1.0,0.96768,20000.0,10000.0,21.2806,BOT,USD,CHF,20160318 13:22:38 EST,,8839.81446,5646047.6183,0.96998
574,Paper,Paper,2.0,USD,IDEALPRO,574.0,,,1.0,125.689,20000.0,-10000.0,11.2,SLD,EUR,JPY,20160318 13:23:22 EST,,8851.01446,5657108.2503,125.539
575,Paper,Paper,2.0,USD,IDEALPRO,575.0,,,1.0,0.76033,20000.0,-10000.0,-23.7,SLD,AUD,USD,20160318 13:24:17 EST,,8827.31446,5664711.5503,0.7625
576,Paper,Paper,2.0,USD,IDEALPRO,576.0,,,1.0,0.96817,20000.0,-10000.0,-20.32082,SLD,USD,CHF,20160318 13:24:39 EST,,8806.99364,5674511.36704,0.96998
577,Paper,Paper,2.0,USD,IDEALPRO,577.0,,,1.0,111.513,20000.0,10000.0,-15.024,BOT,USD,JPY,20160318 13:24:50 EST,,8791.96964,5684324.51104,111.365
578,Paper,Paper,2.0,USD,IDEALPRO,578.0,,,1.0,0.76037,20000.0,10000.0,19.3,BOT,AUD,USD,20160318 13:25:35 EST,,8811.26964,5691928.21104,0.7625
579,Paper,Paper,2.0,USD,IDEALPRO,579.0,,,1.0,0.96807,20000.0,10000.0,17.33302,BOT,USD,CHF,20160318 13:26:41 EST,,8828.60266,5701727.01558,0.96998
580,Paper,Paper,2.0,USD,IDEALPRO,580.0,,,1.0,0.96808,20000.0,-10000.0,-21.2318,SLD,USD,CHF,20160318 13:27:57 EST,,8807.37086,5711525.92134,0.96998
581,Paper,Paper,2.0,USD,IDEALPRO,581.0,,,1.0,125.721,20000.0,10000.0,-18.016,BOT,EUR,JPY,20160318 13:28:09 EST,,8789.35486,5722589.36934,125.539
582,Paper,Paper,2.0,USD,IDEALPRO,582.0,,,1.0,111.528,20000.0,-10000.0,12.344,SLD,USD,JPY,20160318 13:28:09 EST,,8801.69886,5732403.83334,111.365
583,Paper,Paper,2.0,USD,IDEALPRO,583.0,,,1.0,0.75997,20000.0,-10000.0,-27.3,SLD,AUD,USD,20160318 13:29:26 EST,,8774.39886,5740003.53334,0.7625
584,Paper,Paper,2.0,USD,IDEALPRO,584.0,,,1.0,1.12748,20000.0,-10000.0,-0.0999999999987,SLD,EUR,USD,20160318 13:29:49 EST,,8774.29886,5751278.33334,1.12729
585,Paper,Paper,2.0,USD,IDEALPRO,585.0,,,1.0,125.732,20000.0,-10000.0,14.984,SLD,EUR,JPY,20160318 13:31:37 EST,,8789.28286,5762342.74934,125.539
586,Paper,Paper,2.0,USD,IDEALPRO,586.0,,,1.0,1.12737,20000.0,10000.0,-2.8,BOT,EUR,USD,20160318 13:32:21 EST,,8786.48286,5773616.44934,1.12729
587,Paper,Paper,2.0,USD,IDEALPRO,587.0,,,1.0,125.737,20000.0,10000.0,-19.424,BOT,EUR,JPY,20160318 13:32:33 EST,,8767.05886,5784681.30534,125.539
588,Paper,Paper,2.0,USD,IDEALPRO,588.0,,,1.0,111.524,20000.0,10000.0,-15.992,BOT,USD,JPY,20160318 13:32:34 EST,,8751.06686,5794495.41734,111.365
589,Paper,Paper,2.0,USD,IDEALPRO,589.0,,,1.0,0.96797,20000.0,10000.0,18.34522,BOT,USD,CHF,20160318 13:33:39 EST,,8769.41208,5804293.20968,0.96998
590,Paper,Paper,2.0,USD,IDEALPRO,590.0,,,1.0,111.501,20000.0,-10000.0,9.968,SLD,USD,JPY,20160318 13:34:35 EST,,8779.38008,5814105.29768,111.365
591,Paper,Paper,2.0,USD,IDEALPRO,591.0,,,1.0,111.502,20000.0,10000.0,-14.056,BOT,USD,JPY,20160318 13:35:29 EST,,8765.32408,5823917.47368,111.365
592,Paper,Paper,2.0,USD,IDEALPRO,592.0,,,1.0,1.12722,20000.0,-10000.0,-2.7,SLD,EUR,USD,20160318 13:36:12 EST,,8762.62408,5835189.67368,1.12729
593,Paper,Paper,2.0,USD,IDEALPRO,593.0,,,1.0,111.513,20000.0,-10000.0,11.024,SLD,USD,JPY,20160318 13:36:24 EST,,8773.64808,5845002.81768,111.365
594,Paper,Paper,2.0,USD,IDEALPRO,594.0,,,1.0,1.12724,20000.0,10000.0,-1.5,BOT,EUR,USD,20160318 13:37:18 EST,,8772.14808,5856275.21768,1.12729
595,Paper,Paper,2.0,USD,IDEALPRO,595.0,,,1.0,125.701,20000.0,-10000.0,12.256,SLD,EUR,JPY,20160318 13:37:51 EST,,8784.40408,5867336.90568,125.539
596,Paper,Paper,2.0,USD,IDEALPRO,596.0,,,1.0,1.12737,20000.0,-10000.0,-1.2,SLD,EUR,USD,20160318 13:38:24 EST,,8783.20408,5878610.60568,1.12729
597,Paper,Paper,2.0,USD,IDEALPRO,597.0,,,1.0,125.716,20000.0,10000.0,-17.576,BOT,EUR,JPY,20160318 13:38:47 EST,,8765.62808,5889673.61368,125.539
598,Paper,Paper,2.0,USD,IDEALPRO,598.0,,,1.0,111.512,20000.0,10000.0,-14.936,BOT,USD,JPY,20160318 13:38:47 EST,,8750.69208,5899486.66968,111.365
599,Paper,Paper,2.0,USD,IDEALPRO,599.0,,,1.0,1.12744,20000.0,10000.0,-3.5,BOT,EUR,USD,20160318 13:39:10 EST,,8747.19208,5910761.06968,1.12729
600,Paper,Paper,2.0,USD,IDEALPRO,600.0,,,1.0,0.96769,20000.0,-10000.0,-25.17938,SLD,USD,CHF,20160318 13:39:22 EST,,8722.0127,5920556.02786,0.96998
601,Paper,Paper,2.0,USD,IDEALPRO,601.0,,,1.0,125.694,20000.0,-10000.0,11.64,SLD,EUR,JPY,20160318 13:39:34 EST,,8733.6527,5931617.09986,125.539
602,Paper,Paper,2.0,USD,IDEALPRO,602.0,,,1.0,111.507,20000.0,-10000.0,10.496,SLD,USD,JPY,20160318 13:39:34 EST,,8744.1487,5941429.71586,111.365
603,Paper,Paper,2.0,USD,IDEALPRO,603.0,,,1.0,1.12723,20000.0,-10000.0,-2.6,SLD,EUR,USD,20160318 13:40:19 EST,,8741.5487,5952702.01586,1.12729
604,Paper,Paper,2.0,USD,IDEALPRO,604.0,,,1.0,0.96761,20000.0,10000.0,21.98914,BOT,USD,CHF,20160318 13:42:31 EST,,8763.53784,5962496.16428,0.96998
605,Paper,Paper,2.0,USD,IDEALPRO,605.0,,,1.0,111.534,20000.0,10000.0,-16.872,BOT,USD,JPY,20160318 13:42:31 EST,,8746.66584,5972311.15628,111.365
606,Paper,Paper,2.0,USD,IDEALPRO,606.0,,,1.0,1.12738,20000.0,10000.0,-2.9,BOT,EUR,USD,20160318 13:43:18 EST,,8743.76584,5983584.95628,1.12729
607,Paper,Paper,2.0,USD,IDEALPRO,607.0,,,1.0,111.524,20000.0,-10000.0,11.992,SLD,USD,JPY,20160318 13:44:25 EST,,8755.75784,5993399.06828,111.365
608,Paper,Paper,2.0,USD,IDEALPRO,608.0,,,1.0,1.1276,20000.0,-10000.0,1.1,SLD,EUR,USD,20160318 13:45:19 EST,,8756.85784,6004675.06828,1.12729
609,Paper,Paper,2.0,USD,IDEALPRO,609.0,,,1.0,0.96747,20000.0,-10000.0,-27.40622,SLD,USD,CHF,20160318 13:45:31 EST,,8729.45162,6014467.79962,0.96998
610,Paper,Paper,2.0,USD,IDEALPRO,610.0,,,1.0,111.509,20000.0,10000.0,-14.672,BOT,USD,JPY,20160318 13:46:38 EST,,8714.77962,6024280.59162,111.365
611,Paper,Paper,2.0,USD,IDEALPRO,611.0,,,1.0,1.12763,20000.0,10000.0,-5.4,BOT,EUR,USD,20160318 13:47:13 EST,,8709.37962,6035556.89162,1.12729
612,Paper,Paper,2.0,USD,IDEALPRO,612.0,,,1.0,125.74,20000.0,10000.0,-19.688,BOT,EUR,JPY,20160318 13:47:36 EST,,8689.69162,6046622.01162,125.539
613,Paper,Paper,2.0,USD,IDEALPRO,613.0,,,1.0,0.96718,20000.0,10000.0,26.3416,BOT,USD,CHF,20160318 13:49:26 EST,,8716.03322,6056411.80758,0.96998
614,Paper,Paper,2.0,USD,IDEALPRO,614.0,,,1.0,111.524,20000.0,-10000.0,11.992,SLD,USD,JPY,20160318 13:49:27 EST,,8728.02522,6066225.91958,111.365
615,Paper,Paper,2.0,USD,IDEALPRO,615.0,,,1.0,125.753,20000.0,-10000.0,16.832,SLD,EUR,JPY,20160318 13:49:39 EST,,8744.85722,6077292.18358,125.539
616,Paper,Paper,2.0,USD,IDEALPRO,616.0,,,1.0,1.12747,20000.0,-10000.0,-0.199999999999,SLD,EUR,USD,20160318 13:50:12 EST,,8744.65722,6088566.88358,1.12729
617,Paper,Paper,2.0,USD,IDEALPRO,617.0,,,1.0,111.545,20000.0,10000.0,-17.84,BOT,USD,JPY,20160318 13:50:35 EST,,8726.81722,6098382.84358,111.365
618,Paper,Paper,2.0,USD,IDEALPRO,618.0,,,1.0,0.96732,20000.0,-10000.0,-28.92452,SLD,USD,CHF,20160318 13:52:38 EST,,8697.8927,6108174.05662,0.96998
619,Paper,Paper,2.0,USD,IDEALPRO,619.0,,,1.0,111.535,20000.0,-10000.0,12.96,SLD,USD,JPY,20160318 13:53:34 EST,,8710.8527,6117989.13662,111.365
620,Paper,Paper,2.0,USD,IDEALPRO,620.0,,,1.0,125.751,20000.0,10000.0,-20.656,BOT,EUR,JPY,20160318 13:53:47 EST,,8690.1967,6129055.22462,125.539
621,Paper,Paper,2.0,USD,IDEALPRO,621.0,,,1.0,1.12733,20000.0,10000.0,-2.4,BOT,EUR,USD,20160318 13:54:20 EST,,8687.7967,6140328.52462,1.12729
622,Paper,Paper,2.0,USD,IDEALPRO,622.0,,,1.0,1.12731,20000.0,-10000.0,-1.8,SLD,EUR,USD,20160318 13:55:16 EST,,8685.9967,6151601.62462,1.12729
623,Paper,Paper,2.0,USD,IDEALPRO,623.0,,,1.0,0.96811,20000.0,10000.0,16.92814,BOT,USD,CHF,20160318 13:56:34 EST,,8702.92484,6161400.83404,0.96998
624,Paper,Paper,2.0,USD,IDEALPRO,624.0,,,1.0,1.12733,20000.0,10000.0,-2.4,BOT,EUR,USD,20160318 13:57:19 EST,,8700.52484,6172674.13404,1.12729
625,Paper,Paper,2.0,USD,IDEALPRO,625.0,,,1.0,125.759,20000.0,-10000.0,17.36,SLD,EUR,JPY,20160318 13:57:42 EST,,8717.88484,6183740.92604,125.539
626,Paper,Paper,2.0,USD,IDEALPRO,626.0,,,1.0,1.12746,20000.0,-10000.0,-0.3,SLD,EUR,USD,20160318 13:59:23 EST,,8717.58484,6195015.52604,1.12729
627,Paper,Paper,2.0,USD,IDEALPRO,627.0,,,1.0,111.559,20000.0,10000.0,-19.072,BOT,USD,JPY,20160318 13:59:35 EST,,8698.51284,6204832.71804,111.365
628,Paper,Paper,2.0,USD,IDEALPRO,628.0,,,1.0,125.792,20000.0,10000.0,-24.264,BOT,EUR,JPY,20160318 13:59:47 EST,,8674.24884,6215902.41404,125.539
629,Paper,Paper,2.0,USD,IDEALPRO,629.0,,,1.0,1.12751,20000.0,10000.0,-4.2,BOT,EUR,USD,20160318 14:00:32 EST,,8670.04884,6227177.51404,1.12729
630,Paper,Paper,2.0,USD,IDEALPRO,630.0,,,1.0,0.96797,20000.0,-10000.0,-22.34522,SLD,USD,CHF,20160318 14:01:17 EST,,8647.70362,6236975.30638,0.96998
631,Paper,Paper,2.0,USD,IDEALPRO,631.0,,,1.0,111.552,20000.0,-10000.0,14.456,SLD,USD,JPY,20160318 14:01:40 EST,,8662.15962,6246791.88238,111.365
632,Paper,Paper,2.0,USD,IDEALPRO,632.0,,,1.0,125.789,20000.0,-10000.0,20.0,SLD,EUR,JPY,20160318 14:01:52 EST,,8682.15962,6257861.31438,125.539
633,Paper,Paper,2.0,USD,IDEALPRO,633.0,,,1.0,1.12753,20000.0,-10000.0,0.4,SLD,EUR,USD,20160318 14:02:47 EST,,8682.55962,6269136.61438,1.12729
634,Paper,Paper,2.0,USD,IDEALPRO,634.0,,,1.0,125.804,20000.0,10000.0,-25.32,BOT,EUR,JPY,20160318 14:03:31 EST,,8657.23962,6280207.36638,125.539
635,Paper,Paper,2.0,USD,IDEALPRO,635.0,,,1.0,1.12774,20000.0,10000.0,-6.5,BOT,EUR,USD,20160318 14:04:47 EST,,8650.73962,6291484.76638,1.12729
636,Paper,Paper,2.0,USD,IDEALPRO,636.0,,,1.0,1.1277,20000.0,-10000.0,2.1,SLD,EUR,USD,20160318 14:05:20 EST,,8652.83962,6302761.76638,1.12729
637,Paper,Paper,2.0,USD,IDEALPRO,637.0,,,1.0,0.96807,20000.0,10000.0,17.33302,BOT,USD,CHF,20160318 14:05:32 EST,,8670.17264,6312560.57092,0.96998
638,Paper,Paper,2.0,USD,IDEALPRO,638.0,,,1.0,125.801,20000.0,-10000.0,21.056,SLD,EUR,JPY,20160318 14:05:43 EST,,8691.22864,6323631.05892,125.539
639,Paper,Paper,2.0,USD,IDEALPRO,639.0,,,1.0,1.12765,20000.0,10000.0,-5.6,BOT,EUR,USD,20160318 14:06:37 EST,,8685.62864,6334907.55892,1.12729
640,Paper,Paper,2.0,USD,IDEALPRO,640.0,,,1.0,0.96769,20000.0,-10000.0,-25.17938,SLD,USD,CHF,20160318 14:07:10 EST,,8660.44926,6344702.5171,0.96998
641,Paper,Paper,2.0,USD,IDEALPRO,641.0,,,1.0,111.559,20000.0,10000.0,-19.072,BOT,USD,JPY,20160318 14:07:22 EST,,8641.37726,6354519.7091,111.365
642,Paper,Paper,2.0,USD,IDEALPRO,642.0,,,1.0,125.819,20000.0,10000.0,-26.64,BOT,EUR,JPY,20160318 14:07:34 EST,,8614.73726,6365591.7811,125.539
643,Paper,Paper,2.0,USD,IDEALPRO,643.0,,,1.0,1.12782,20000.0,-10000.0,3.3,SLD,EUR,USD,20160318 14:08:49 EST,,8618.03726,6376869.9811,1.12729
644,Paper,Paper,2.0,USD,IDEALPRO,644.0,,,1.0,125.815,20000.0,-10000.0,22.288,SLD,EUR,JPY,20160318 14:11:10 EST,,8640.32526,6387941.7011,125.539
645,Paper,Paper,2.0,USD,IDEALPRO,645.0,,,1.0,0.76046,20000.0,10000.0,18.4,BOT,AUD,USD,20160318 14:11:21 EST,,8658.72526,6395546.3011,0.7625
646,Paper,Paper,2.0,USD,IDEALPRO,646.0,,,1.0,1.12782,20000.0,10000.0,-7.3,BOT,EUR,USD,20160318 14:11:34 EST,,8651.42526,6406824.5011,1.12729
647,Paper,Paper,2.0,USD,IDEALPRO,647.0,,,1.0,0.96759,20000.0,10000.0,22.19158,BOT,USD,CHF,20160318 14:11:57 EST,,8673.61684,6416618.44708,0.96998
648,Paper,Paper,2.0,USD,IDEALPRO,648.0,,,1.0,125.812,20000.0,10000.0,-26.024,BOT,EUR,JPY,20160318 14:12:09 EST,,8647.59284,6427689.90308,125.539
649,Paper,Paper,2.0,USD,IDEALPRO,649.0,,,1.0,1.12782,20000.0,-10000.0,3.3,SLD,EUR,USD,20160318 14:13:47 EST,,8650.89284,6438968.10308,1.12729
650,Paper,Paper,2.0,USD,IDEALPRO,650.0,,,1.0,0.96786,20000.0,-10000.0,-23.45864,SLD,USD,CHF,20160318 14:14:30 EST,,8627.4342,6448764.782,0.96998
651,Paper,Paper,2.0,USD,IDEALPRO,651.0,,,1.0,111.543,20000.0,-10000.0,13.664,SLD,USD,JPY,20160318 14:14:42 EST,,8641.0982,6458580.566,111.365
652,Paper,Paper,2.0,USD,IDEALPRO,652.0,,,1.0,1.12768,20000.0,10000.0,-5.9,BOT,EUR,USD,20160318 14:15:57 EST,,8635.1982,6469857.366,1.12729
653,Paper,Paper,2.0,USD,IDEALPRO,653.0,,,1.0,0.96788,20000.0,10000.0,19.2562,BOT,USD,CHF,20160318 14:16:32 EST,,8654.4544,6479654.24736,0.96998
654,Paper,Paper,2.0,USD,IDEALPRO,654.0,,,1.0,111.54,20000.0,10000.0,-17.4,BOT,USD,JPY,20160318 14:16:32 EST,,8637.0544,6489469.76736,111.365
655,Paper,Paper,2.0,USD,IDEALPRO,655.0,,,1.0,125.78,20000.0,-10000.0,19.208,SLD,EUR,JPY,20160318 14:16:44 EST,,8656.2624,6500538.40736,125.539
656,Paper,Paper,2.0,USD,IDEALPRO,656.0,,,1.0,0.96788,20000.0,-10000.0,-23.2562,SLD,USD,CHF,20160318 14:18:11 EST,,8633.0062,6510335.28872,0.96998
657,Paper,Paper,2.0,USD,IDEALPRO,657.0,,,1.0,1.12761,20000.0,-10000.0,1.2,SLD,EUR,USD,20160318 14:19:48 EST,,8634.2062,6521611.38872,1.12729
658,Paper,Paper,2.0,USD,IDEALPRO,658.0,,,1.0,111.53,20000.0,-10000.0,12.52,SLD,USD,JPY,20160318 14:20:52 EST,,8646.7262,6531426.02872,111.365
659,Paper,Paper,2.0,USD,IDEALPRO,659.0,,,1.0,125.774,20000.0,10000.0,-22.68,BOT,EUR,JPY,20160318 14:21:04 EST,,8624.0462,6542494.14072,125.539
660,Paper,Paper,2.0,USD,IDEALPRO,660.0,,,1.0,1.12747,20000.0,10000.0,-3.8,BOT,EUR,USD,20160318 14:22:30 EST,,8620.2462,6553768.84072,1.12729
661,Paper,Paper,2.0,USD,IDEALPRO,661.0,,,1.0,0.96888,20000.0,10000.0,9.1342,BOT,USD,CHF,20160318 14:22:54 EST,,8629.3804,6563575.84408,0.96998
662,Paper,Paper,2.0,USD,IDEALPRO,662.0,,,1.0,111.553,20000.0,10000.0,-18.544,BOT,USD,JPY,20160318 14:22:54 EST,,8610.8364,6573392.50808,111.365
663,Paper,Paper,2.0,USD,IDEALPRO,663.0,,,1.0,125.753,20000.0,-10000.0,16.832,SLD,EUR,JPY,20160318 14:23:06 EST,,8627.6684,6584458.77208,125.539
664,Paper,Paper,2.0,USD,IDEALPRO,664.0,,,1.0,111.554,20000.0,-10000.0,14.632,SLD,USD,JPY,20160318 14:24:55 EST,,8642.3004,6594275.52408,111.365
665,Paper,Paper,2.0,USD,IDEALPRO,665.0,,,1.0,1.12704,20000.0,-10000.0,-4.5,SLD,EUR,USD,20160318 14:26:54 EST,,8637.8004,6605545.92408,1.12729
666,Paper,Paper,2.0,USD,IDEALPRO,666.0,,,1.0,0.96929,20000.0,-10000.0,-8.98418,SLD,USD,CHF,20160318 14:27:49 EST,,8628.81622,6615357.07746,0.96998
667,Paper,Paper,2.0,USD,IDEALPRO,667.0,,,1.0,111.563,20000.0,10000.0,-19.424,BOT,USD,JPY,20160318 14:28:00 EST,,8609.39222,6625174.62146,111.365
668,Paper,Paper,2.0,USD,IDEALPRO,668.0,,,1.0,0.96932,20000.0,10000.0,4.68052,BOT,USD,CHF,20160318 14:29:59 EST,,8614.07274,6634986.0785,0.96998
669,Paper,Paper,2.0,USD,IDEALPRO,669.0,,,1.0,111.544,20000.0,-10000.0,13.752,SLD,USD,JPY,20160318 14:30:11 EST,,8627.82474,6644801.9505,111.365
670,Paper,Paper,2.0,USD,IDEALPRO,670.0,,,1.0,0.96893,20000.0,-10000.0,-12.6281,SLD,USD,CHF,20160318 14:32:10 EST,,8615.19664,6654609.45996,0.96998
671,Paper,Paper,2.0,USD,IDEALPRO,671.0,,,1.0,111.552,20000.0,10000.0,-18.456,BOT,USD,JPY,20160318 14:32:21 EST,,8596.74064,6664426.03596,111.365
672,Paper,Paper,2.0,USD,IDEALPRO,672.0,,,1.0,0.96886,20000.0,10000.0,9.33664,BOT,USD,CHF,20160318 14:34:51 EST,,8606.07728,6674232.83688,0.96998
673,Paper,Paper,2.0,USD,IDEALPRO,673.0,,,1.0,111.535,20000.0,-10000.0,12.96,SLD,USD,JPY,20160318 14:38:16 EST,,8619.03728,6684047.91688,111.365
674,Paper,Paper,2.0,USD,IDEALPRO,674.0,,,1.0,1.12737,20000.0,10000.0,-2.8,BOT,EUR,USD,20160318 14:39:52 EST,,8616.23728,6695321.61688,1.12729
675,Paper,Paper,2.0,USD,IDEALPRO,675.0,,,1.0,0.96898,20000.0,-10000.0,-12.122,SLD,USD,CHF,20160318 14:40:47 EST,,8604.11528,6705129.63244,0.96998
676,Paper,Paper,2.0,USD,IDEALPRO,676.0,,,1.0,111.555,20000.0,10000.0,-18.72,BOT,USD,JPY,20160318 14:40:58 EST,,8585.39528,6714946.47244,111.365
677,Paper,Paper,2.0,USD,IDEALPRO,677.0,,,1.0,0.96904,20000.0,10000.0,7.51468,BOT,USD,CHF,20160318 14:44:13 EST,,8592.90996,6724755.09532,0.96998
678,Paper,Paper,2.0,USD,IDEALPRO,678.0,,,1.0,125.744,20000.0,10000.0,-20.04,BOT,EUR,JPY,20160318 14:44:57 EST,,8572.86996,6735820.56732,125.539
679,Paper,Paper,2.0,USD,IDEALPRO,679.0,,,1.0,0.96916,20000.0,-10000.0,-10.30004,SLD,USD,CHF,20160318 14:46:35 EST,,8562.56992,6745630.40484,0.96998
680,Paper,Paper,2.0,USD,IDEALPRO,680.0,,,1.0,111.564,20000.0,-10000.0,15.512,SLD,USD,JPY,20160318 14:46:35 EST,,8578.08192,6755448.03684,111.365
681,Paper,Paper,2.0,USD,IDEALPRO,681.0,,,1.0,111.568,20000.0,10000.0,-19.864,BOT,USD,JPY,20160318 14:48:12 EST,,8558.21792,6765266.02084,111.365
682,Paper,Paper,2.0,USD,IDEALPRO,682.0,,,1.0,125.727,20000.0,-10000.0,14.544,SLD,EUR,JPY,20160318 14:48:23 EST,,8572.76192,6776329.99684,125.539
683,Paper,Paper,2.0,USD,IDEALPRO,683.0,,,1.0,1.12677,20000.0,-10000.0,-7.2,SLD,EUR,USD,20160318 14:49:39 EST,,8565.56192,6787597.69684,1.12729
684,Paper,Paper,2.0,USD,IDEALPRO,684.0,,,1.0,0.96949,20000.0,10000.0,2.95978,BOT,USD,CHF,20160318 14:49:52 EST,,8568.5217,6797410.87462,0.96998
685,Paper,Paper,2.0,USD,IDEALPRO,685.0,,,1.0,111.578,20000.0,-10000.0,16.744,SLD,USD,JPY,20160318 14:49:52 EST,,8585.2657,6807229.73862,111.365
686,Paper,Paper,2.0,USD,IDEALPRO,686.0,,,1.0,1.12677,20000.0,10000.0,3.2,BOT,EUR,USD,20160318 14:50:47 EST,,8588.4657,6818497.43862,1.12729
687,Paper,Paper,2.0,USD,IDEALPRO,687.0,,,1.0,1.12666,20000.0,-10000.0,-8.3,SLD,EUR,USD,20160318 14:55:27 EST,,8580.1657,6829764.03862,1.12729
688,Paper,Paper,2.0,USD,IDEALPRO,688.0,,,1.0,125.738,20000.0,10000.0,-19.512,BOT,EUR,JPY,20160318 14:56:01 EST,,8560.6537,6840828.98262,125.539
689,Paper,Paper,2.0,USD,IDEALPRO,689.0,,,1.0,111.594,20000.0,10000.0,-22.152,BOT,USD,JPY,20160318 14:56:02 EST,,8538.5017,6850649.25462,111.365
690,Paper,Paper,2.0,USD,IDEALPRO,690.0,,,1.0,111.604,20000.0,-10000.0,19.032,SLD,USD,JPY,20160318 14:57:29 EST,,8557.5337,6860470.40662,111.365
691,Paper,Paper,2.0,USD,IDEALPRO,691.0,,,1.0,125.735,20000.0,-10000.0,15.248,SLD,EUR,JPY,20160318 14:57:40 EST,,8572.7817,6871535.08662,125.539
692,Paper,Paper,2.0,USD,IDEALPRO,692.0,,,1.0,0.75966,20000.0,-10000.0,-30.4,SLD,AUD,USD,20160318 14:58:24 EST,,8542.3817,6879131.68662,0.7625
693,Paper,Paper,2.0,USD,IDEALPRO,693.0,,,1.0,1.12669,20000.0,10000.0,4.0,BOT,EUR,USD,20160318 14:58:35 EST,,8546.3817,6890398.58662,1.12729
694,Paper,Paper,2.0,USD,IDEALPRO,694.0,,,1.0,125.754,20000.0,10000.0,-20.92,BOT,EUR,JPY,20160318 15:01:38 EST,,8525.4617,6901464.93862,125.539
695,Paper,Paper,2.0,USD,IDEALPRO,695.0,,,1.0,0.76004,20000.0,10000.0,22.6,BOT,AUD,USD,20160318 15:02:12 EST,,8548.0617,6909065.33862,0.7625
696,Paper,Paper,2.0,USD,IDEALPRO,696.0,,,1.0,1.12674,20000.0,-10000.0,-7.5,SLD,EUR,USD,20160318 15:02:23 EST,,8540.5617,6920332.73862,1.12729
697,Paper,Paper,2.0,USD,IDEALPRO,697.0,,,1.0,1.12644,20000.0,10000.0,6.5,BOT,EUR,USD,20160318 15:03:19 EST,,8547.0617,6931597.13862,1.12729
698,Paper,Paper,2.0,USD,IDEALPRO,698.0,,,1.0,0.75979,20000.0,-10000.0,-29.1,SLD,AUD,USD,20160318 15:03:19 EST,,8517.9617,6939195.03862,0.7625
699,Paper,Paper,2.0,USD,IDEALPRO,699.0,,,1.0,111.637,20000.0,10000.0,-25.936,BOT,USD,JPY,20160318 15:03:31 EST,,8492.0257,6949019.09462,111.365
700,Paper,Paper,2.0,USD,IDEALPRO,700.0,,,1.0,0.75985,20000.0,10000.0,24.5,BOT,AUD,USD,20160318 15:04:15 EST,,8516.5257,6956617.59462,0.7625
701,Paper,Paper,2.0,USD,IDEALPRO,701.0,,,1.0,1.12655,20000.0,-10000.0,-9.4,SLD,EUR,USD,20160318 15:05:20 EST,,8507.1257,6967883.09462,1.12729
702,Paper,Paper,2.0,USD,IDEALPRO,702.0,,,1.0,111.604,20000.0,-10000.0,19.032,SLD,USD,JPY,20160318 15:05:32 EST,,8526.1577,6977704.24662,111.365
703,Paper,Paper,2.0,USD,IDEALPRO,703.0,,,1.0,125.735,20000.0,-10000.0,15.248,SLD,EUR,JPY,20160318 15:05:43 EST,,8541.4057,6988768.92662,125.539
704,Paper,Paper,2.0,USD,IDEALPRO,704.0,,,1.0,0.75983,20000.0,-10000.0,-28.7,SLD,AUD,USD,20160318 15:06:17 EST,,8512.7057,6996367.22662,0.7625
705,Paper,Paper,2.0,USD,IDEALPRO,705.0,,,1.0,0.75987,20000.0,10000.0,24.3,BOT,AUD,USD,20160318 15:07:11 EST,,8537.0057,7003965.92662,0.7625
706,Paper,Paper,2.0,USD,IDEALPRO,706.0,,,1.0,111.611,20000.0,10000.0,-23.648,BOT,USD,JPY,20160318 15:07:22 EST,,8513.3577,7013787.69462,111.365
707,Paper,Paper,2.0,USD,IDEALPRO,707.0,,,1.0,125.753,20000.0,10000.0,-20.832,BOT,EUR,JPY,20160318 15:07:34 EST,,8492.5257,7024853.95862,125.539
708,Paper,Paper,2.0,USD,IDEALPRO,708.0,,,1.0,125.736,20000.0,-10000.0,15.336,SLD,EUR,JPY,20160318 15:08:29 EST,,8507.8617,7035918.72662,125.539
709,Paper,Paper,2.0,USD,IDEALPRO,709.0,,,1.0,125.752,20000.0,10000.0,-20.744,BOT,EUR,JPY,20160318 15:09:37 EST,,8487.1177,7046984.90262,125.539
710,Paper,Paper,2.0,USD,IDEALPRO,710.0,,,1.0,111.616,20000.0,-10000.0,20.088,SLD,USD,JPY,20160318 15:09:37 EST,,8507.2057,7056807.11062,111.365
711,Paper,Paper,2.0,USD,IDEALPRO,711.0,,,1.0,0.75961,20000.0,-10000.0,-30.9,SLD,AUD,USD,20160318 15:10:11 EST,,8476.3057,7064403.21062,0.7625
